Artwork_Title,date,name,nationality,birth_date,death_date,dimensions_inch,medium,credit_line,description,image_url,EA_id
"Old Ash Tree by the Wayside, February 17, 1909",1909,Joseph Basil Girard,American,1846,1918,5 9/16 x 7 1/4,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20124/resize:format$003dfull,85c12f4439a8
"Old Beech Trunks in Burnham Forest, March 1, 1909",1909,Joseph Basil Girard,American,1846,1918,6 x 9,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20125/resize:format$003dfull,677aa80ba9b6
"Old Castle in Wales, September 18, 1901",1901,Joseph Basil Girard,American,1846,1918,5 x 7 15/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20098/resize:format$003dfull,a0ef43ffcc4b
"Old Castle, Massa",1927,Arthur Bowen Davies,American,1862,1928,9 3/8 x 12 3/8,"watercolor, gouache, and blue chalk on gray paper","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/16251/resize:format$003dfull,26e6135b3f9f
"Old Castle, October 3, 1901",1901,Joseph Basil Girard,American,1846,1918,3 7/8 x 6 1/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of  Jane Hemphill",,http://emuseum.huntington.org/internal/media/dispatcher/20102/resize:format$003dfull,69d4ad139f4a
"Old Fort Laramie in 1849, March 31, 1910",1910,Joseph Basil Girard,American,1846,1918,4 5/8 x 7 7/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20145/resize:format$003dfull,9fa246d6f134
"Old Man of the Mountain, Franconia Notch",1848,Russell Smith,American,1812,1896,10 1/4 x 14 7/8,watercolor and  graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20460/resize:format$003dfull,8e8f169a8a65
Old Man with Parakeets,,Alfred Thompson,British,1840,1895,9 x 11 7/8,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18068/resize:format$003dfull,eb76e7ddddc9
Old Men Talking,,Louis M. Glackens,American,1866,1933,14 x 19,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",,http://emuseum.huntington.org/internal/media/dispatcher/28012/resize:format$003dfull,5930479dff0c
"On Napa River, Napa, Calif.",1931,E. A. Burbank,American,1858,1949,7 3/8 x 12,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Adelaide Bray.",,http://emuseum.huntington.org/internal/media/dispatcher/22330/resize:format$003dfull,c8ad60271f71
Oaxaca, 1885-1932,Christian Jorgensen,American,1860,1935,14 3/4 x 9,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",,http://emuseum.huntington.org/internal/media/dispatcher/27930/resize:format$003dfull,ef6fcb30c108
"Old Adobe, Napa Calif.",1929,E. A. Burbank,American,1858,1949,7 1/4 x 11 3/16,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Adelaide Bray.",,http://emuseum.huntington.org/internal/media/dispatcher/22323/resize:format$003dfull,9159b66cb487
"Old Ash Tree by the Wayside, February 17, 1909",1909,Joseph Basil Girard,American,1846,1918,5 9/16 x 7 1/4,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20124/resize:format$003dfull,e155624ed127
"Old Beech Trunks in Burnham Forest, March 1, 1909",1909,Joseph Basil Girard,American,1846,1918,6 x 9,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20125/resize:format$003dfull,f824b1db0dc9
"Old Castle in Wales, September 18, 1901",1901,Joseph Basil Girard,American,1846,1918,5 x 7 15/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20098/resize:format$003dfull,9584967df38d
"Old Castle, Massa",1927,Arthur Bowen Davies,American,1862,1928,9 3/8 x 12 3/8,"watercolor, gouache, and blue chalk on gray paper","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/16251/resize:format$003dfull,02543231d1f0
"Old Castle, October 3, 1901",1901,Joseph Basil Girard,American,1846,1918,3 7/8 x 6 1/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of  Jane Hemphill",,http://emuseum.huntington.org/internal/media/dispatcher/20102/resize:format$003dfull,e8a29d9b57a4
"Old Fort Laramie in 1849, March 31, 1910",1910,Joseph Basil Girard,American,1846,1918,4 5/8 x 7 7/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20145/resize:format$003dfull,20b7c6b1f327
"Old Man of the Mountain, Franconia Notch",1848,Russell Smith,American,1812,1896,10 1/4 x 14 7/8,watercolor and  graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20460/resize:format$003dfull,4af8e4860cbe
Old Man with Parakeets,,Alfred Thompson,British,1840,1895,9 x 11 7/8,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18068/resize:format$003dfull,3b5bca255a6a
Old Men Talking,,Louis M. Glackens,American,1866,1933,14 x 19,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",,http://emuseum.huntington.org/internal/media/dispatcher/28012/resize:format$003dfull,9f9b3a6d1033
"On Napa River, Napa, Calif.",1931,E. A. Burbank,American,1858,1949,7 3/8 x 12,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Adelaide Bray.",,http://emuseum.huntington.org/internal/media/dispatcher/22330/resize:format$003dfull,32fadf36bf7c
On the Androscoggin,,Aaron Draper Shattuck,American,1832,1928,12 5/8 x 19,graphite heigtened with white on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18024/resize:format$003dfull,37cd53806b3f
"On the Columbia River, en route Astoria",,Charles Erskine Wood,American,1852,1944,4 1/2 x 6,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",,http://emuseum.huntington.org/internal/media/dispatcher/16128/resize:format$003dfull,b1a892155b52
"On the Meoselle, January 23, 1908",1908,Joseph Basil Girard,American,1846,1918,5 13/16 x 7 5/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20110/resize:format$003dfull,74f165bb0152
On the Nipisiquit,,Charles Lanman,American,1819,1895,7 x 10,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18066/resize:format$003dfull,e291737711fb
On the Schuylkill River,1869,Edmund Walenta,American,,,10 3/8 x 14 5/8,graphite and sgraffito on prepared paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18094/resize:format$003dfull,dde28b31cfa3
Ophelia, 1846 - 1848,Lilly Martin Spencer,American,1822,1902,19 1/4 x 15,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18034/resize:format$003dfull,b6bbe16f1731
"Oregonian, New York, in for Repairs",1931,E. A. Burbank,American,1858,1949,7 11/16 x 14 1/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Adelaide Bray.",,http://emuseum.huntington.org/internal/media/dispatcher/22333/resize:format$003dfull,a4d994b7d943
Orizana from Puebla, 1885-1932,Christian Jorgensen,American,1860,1935,13 3/8 x 9 3/4,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",,http://emuseum.huntington.org/internal/media/dispatcher/27933/resize:format$003dfull,a69b577c0894
"Our House in Tucson A.T. as it Appeared in 1875, November 18, 1901",1901,Joseph Basil Girard,American,1846,1918,6 9/16 x 9 5/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20105/resize:format$003dfull,05dcc6d56831
"Oury House in Tucson [?], October 12, 1895",1895,Joseph Basil Girard,American,1846,1918,4 9/16 x 7,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20096/resize:format$003dfull,18cfda924737
"Oury House in Tucson,  Arizona, September 4, 1901",9/4/1901,Joseph Basil Girard,American,1846,1918,5 7/8 x 9 1/2,pen and ink wash on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20097/resize:format$003dfull,9a1c7ab7a333
Panoramic Landscape with Mt. Baldy,,Marion Kavanaugh Wachtel,American,1876,1954,15 1/4 x 23 1/4,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift in memory of Lloyd S. Davis from his family",,http://emuseum.huntington.org/internal/media/dispatcher/29349/resize:format$003dfull,8a2eb4bf55da
"Parian Gate Manila P.I., March 26, 1910",1910,Joseph Basil Girard,American,1846,1918,4 1/2 x 6 1/2,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20144/resize:format$003dfull,9e03496f9434
Paying No Mind to her Complaints,1941,Don Freeman,American,1908,1978,9 1/2 x 7 13/16,ink and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",,http://emuseum.huntington.org/internal/media/dispatcher/30286/resize:format$003dfull,235b880d2c5d
Peasant Couple, 1840-1843,John William Casilear,American,1811,1893,,graphite and watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",,http://emuseum.huntington.org/internal/media/dispatcher/18187/resize:format$003dfull,1972f0f373e5
Peon's Home- Leon, 1885-1932,Christian Jorgensen,American,1860,1935,10 1/4 x 14 1/4,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",,http://emuseum.huntington.org/internal/media/dispatcher/27925/resize:format$003dfull,7e601543270f
"Photographer, Brighton",1880,Charles Stanley Reinhart,American,1844,1896,5 5/8 x 7,pen and black ink on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/16226/resize:format$003dfull,e55857ca6b45
Picacho del Tucson from the North,1908,Joseph Basil Girard,American,1846,1918,sheet: 4 13/16 x 7 7/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Bequest of Jane Louise Hemphill",,http://emuseum.huntington.org/internal/media/dispatcher/28483/resize:format$003dfull,aa3088eeba91
"Picacho del Tucson from the North, February 2, 1910",1910,Joseph Basil Girard,American,1846,1918,4 1/4 x 6 13/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. J. E. Hemphill",,http://emuseum.huntington.org/internal/media/dispatcher/20140/resize:format$003dfull,eccc427eb808
Pied Piper (TV),1950,Don Freeman,American,1908,1978,10 5/8 x 13 3/4,ink and litho crayon,"Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",,http://emuseum.huntington.org/internal/media/dispatcher/31597/resize:format$003dfull,3b8d057a2f32
Pierre Salinger,1961,Don Freeman,American,1908,1978,sheet: 10 1/2 x 8 1/2,crayon and ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",,http://emuseum.huntington.org/internal/media/dispatcher/31100/resize:format$003dfull,7fd8322c0de5
Pine Trees,,Charles Lanman,American,1819,1895,8 x 6,pencil on tan paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/16217/resize:format$003dfull,9669f383e0b4
"Pink Lightning, Black Mountain",1937,Edward Hagedorn,American,1902,1982,22 1/2 x 28 1/2,"watercolor, gouache, and ink on paper","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/27994/resize:format$003dfull,b5c292cc312e
"Pittsburgh Landing, Tenn.",,Henry Mosler,American,1841,1920,7 3/8 x 9 1/4,graphite and gray wash on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/16260/resize:format$003dfull,730a4845b56c
"Platte River and Elk Mountain at Fort Steele, September, 1870",1870,Joseph Basil Girard,American,1846,1918,6 3/16 x 9 3/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. J. E. Hemphill",,http://emuseum.huntington.org/internal/media/dispatcher/20066/resize:format$003dfull,3b1a835df4f0
