technique,provenance,title,imageUrl,dimensions,artist,type,url,EA_id
etching/lithograph,Gift of the Estate of James A. Abajian,"The Fifteenth Amendment, celebrated May 19, 1870",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDocuments%5C15th+Amendment%2Ejpg,"28½"" x 35""",James C. Beard,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+James+C%2E+Beard&whereclause=where+maker%3D%27James+C%2E+Beard%27+OR+cleanmaker%3D%27James+C%2E+Beard%27+OR+maker1%3D%27James+C%2E+Beard%27+OR+maker2%3D%27James+C%2E+Beard%27+OR+maker3%3D%27James+C%2E+Beard%27+OR+maker4%3D%27James+C%2E+Beard%27+OR+maker5%3D%27James+C%2E+Beard%27&current_record=1,8dd4b77fe4b0
photograph,Gift of Senator Bill Greene,,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBill+Greene%5C9%2Ejpg,"8"" H x 10"" W","James Harvey Brown, Councilman Thirteenth District",HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+James+Harvey+Brown%2C+Councilman+Thirteenth+District&whereclause=where+maker%3D%27James+Harvey+Brown%2C+Councilman+Thirteenth+District%27+OR+cleanmaker%3D%27James+Harvey+Brown%2C+Councilman+Thirteenth+District%27+OR+maker1%3D%27James+Harvey+Brown%2C+Councilman+Thirteenth+District%27+OR+maker2%3D%27James+Harvey+Brown%2C+Councilman+Thirteenth+District%27+OR+maker3%3D%27James+Harvey+Brown%2C+Councilman+Thirteenth+District%27+OR+maker4%3D%27James+Harvey+Brown%2C+Councilman+Thirteenth+District%27+OR+maker5%3D%27James+Harvey+Brown%2C+Councilman+Thirteenth+District%27&current_record=1,0c3cc5245319
Gelatin silver print,Gift of Meredith Livingston,,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CHazel+Scott%5CScott+by+Kriegsmann%2Ejpg,"10"" H x 8"" W",James J. Kriegsmann,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+James+J%2E+Kriegsmann&whereclause=where+maker%3D%27James+J%2E+Kriegsmann%27+OR+cleanmaker%3D%27James+J%2E+Kriegsmann%27+OR+maker1%3D%27James+J%2E+Kriegsmann%27+OR+maker2%3D%27James+J%2E+Kriegsmann%27+OR+maker3%3D%27James+J%2E+Kriegsmann%27+OR+maker4%3D%27James+J%2E+Kriegsmann%27+OR+maker5%3D%27James+J%2E+Kriegsmann%27&current_record=1,f37e0c318f6b
Photograph,Gift of Meredith Livingston,,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CHazel+Scott%5CScott+left%2Ejpg,"7"" H x 5"" W",James J. Kriegsmann,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+James+J%2E+Kriegsmann&whereclause=where+maker%3D%27James+J%2E+Kriegsmann%27+OR+cleanmaker%3D%27James+J%2E+Kriegsmann%27+OR+maker1%3D%27James+J%2E+Kriegsmann%27+OR+maker2%3D%27James+J%2E+Kriegsmann%27+OR+maker3%3D%27James+J%2E+Kriegsmann%27+OR+maker4%3D%27James+J%2E+Kriegsmann%27+OR+maker5%3D%27James+J%2E+Kriegsmann%27&current_record=2,8c8fbcb77ea8
Photograph,Gift of Meredith Livingston,,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CHazel+Scott%5CScott+left%2Ejpg,"7"" H x 5"" W",James J. Kriegsmann,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+James+J%2E+Kriegsmann&whereclause=where+maker%3D%27James+J%2E+Kriegsmann%27+OR+cleanmaker%3D%27James+J%2E+Kriegsmann%27+OR+maker1%3D%27James+J%2E+Kriegsmann%27+OR+maker2%3D%27James+J%2E+Kriegsmann%27+OR+maker3%3D%27James+J%2E+Kriegsmann%27+OR+maker4%3D%27James+J%2E+Kriegsmann%27+OR+maker5%3D%27James+J%2E+Kriegsmann%27&current_record=3,b3a3765edf9a
Photograph,Gift of Meredith Livingston,,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CHazel+Scott%5CFamily+portrait%2Ejpg,"10"" H x 8"" W",James J. Kriegsmann,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+James+J%2E+Kriegsmann&whereclause=where+maker%3D%27James+J%2E+Kriegsmann%27+OR+cleanmaker%3D%27James+J%2E+Kriegsmann%27+OR+maker1%3D%27James+J%2E+Kriegsmann%27+OR+maker2%3D%27James+J%2E+Kriegsmann%27+OR+maker3%3D%27James+J%2E+Kriegsmann%27+OR+maker4%3D%27James+J%2E+Kriegsmann%27+OR+maker5%3D%27James+J%2E+Kriegsmann%27&current_record=4,4f0b352372c5
Gelatin silver print,Gift of Joan Goldsmith,Portrait of First Wife and daughter (In the Woods),http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CVanderZee%2Ejpg,"10""H x 8"" W",James Van der Zee,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+James+Van+der+Zee&whereclause=where+maker%3D%27James+Van+der+Zee%27+OR+cleanmaker%3D%27James+Van+der+Zee%27+OR+maker1%3D%27James+Van+der+Zee%27+OR+maker2%3D%27James+Van+der+Zee%27+OR+maker3%3D%27James+Van+der+Zee%27+OR+maker4%3D%27James+Van+der+Zee%27+OR+maker5%3D%27James+Van+der+Zee%27&current_record=1,77fd227f7170
Color photograph,Gift of The Ella Fitzgerald Charitable Foundation,,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CELLAFI%7E1%5CELLA8A%2EJPG,"6"" H x 4"" W",James W. Blackman,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+James+W%2E+Blackman&whereclause=where+maker%3D%27James+W%2E+Blackman%27+OR+cleanmaker%3D%27James+W%2E+Blackman%27+OR+maker1%3D%27James+W%2E+Blackman%27+OR+maker2%3D%27James+W%2E+Blackman%27+OR+maker3%3D%27James+W%2E+Blackman%27+OR+maker4%3D%27James+W%2E+Blackman%27+OR+maker5%3D%27James+W%2E+Blackman%27&current_record=1,62e4d9b47f0b
Color photograph,Gift of The Ella Fitzgerald Charitable Foundation,,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CELLAFI%7E1%5CELLA8B%2EJPG,"6"" H x 4"" W",James W. Blackman,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+James+W%2E+Blackman&whereclause=where+maker%3D%27James+W%2E+Blackman%27+OR+cleanmaker%3D%27James+W%2E+Blackman%27+OR+maker1%3D%27James+W%2E+Blackman%27+OR+maker2%3D%27James+W%2E+Blackman%27+OR+maker3%3D%27James+W%2E+Blackman%27+OR+maker4%3D%27James+W%2E+Blackman%27+OR+maker5%3D%27James+W%2E+Blackman%27&current_record=2,e0adeacf4e94
ink on paper,Gift of Vertenis Shephard,"Playbill for ""The Respectful Prostitute""",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMusic%5Fprograms%5CSartre%2Ejpg,"12"" H x 9"" W",Jean-Paul Sartre,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Jean%2DPaul+Sartre&whereclause=where+maker%3D%27Jean%2DPaul+Sartre%27+OR+cleanmaker%3D%27Jean%2DPaul+Sartre%27+OR+maker1%3D%27Jean%2DPaul+Sartre%27+OR+maker2%3D%27Jean%2DPaul+Sartre%27+OR+maker3%3D%27Jean%2DPaul+Sartre%27+OR+maker4%3D%27Jean%2DPaul+Sartre%27+OR+maker5%3D%27Jean%2DPaul+Sartre%27&current_record=1,f7eaaa363dbe
"multi media: wood, canvas",Gift of Chuck and Jean Williams,Benin Triptych,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CTriptych%2Ejpg,"61.5"" H x 67.5"" W",Joe Overstreet,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Joe+Overstreet&whereclause=where+maker%3D%27Joe+Overstreet%27+OR+cleanmaker%3D%27Joe+Overstreet%27+OR+maker1%3D%27Joe+Overstreet%27+OR+maker2%3D%27Joe+Overstreet%27+OR+maker3%3D%27Joe+Overstreet%27+OR+maker4%3D%27Joe+Overstreet%27+OR+maker5%3D%27Joe+Overstreet%27&current_record=1,a80695169ce6
Lithograph,California Afro-American Museum Foundation purchase,The Upper Room,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBiggers%5FUpperRoom%2Ejpg,"48 x 35""",John Biggers,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Biggers&whereclause=where+maker%3D%27John+Biggers%27+OR+cleanmaker%3D%27John+Biggers%27+OR+maker1%3D%27John+Biggers%27+OR+maker2%3D%27John+Biggers%27+OR+maker3%3D%27John+Biggers%27+OR+maker4%3D%27John+Biggers%27+OR+maker5%3D%27John+Biggers%27&current_record=1,c50516a67eee
bound book,Gift of Patricia M. Moore,The Ethiopian: A Narrative of the Society of Human Leopards,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDAS+Foto%5CEthiopian%2Ebmp,"8"" H x 5.5"" W x 1.5"" D",John Cameron Grant [author],HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Cameron+Grant+%5Bauthor%5D&whereclause=where+maker%3D%27John+Cameron+Grant+%5Bauthor%5D%27+OR+cleanmaker%3D%27John+Cameron+Grant+%5Bauthor%5D%27+OR+maker1%3D%27John+Cameron+Grant+%5Bauthor%5D%27+OR+maker2%3D%27John+Cameron+Grant+%5Bauthor%5D%27+OR+maker3%3D%27John+Cameron+Grant+%5Bauthor%5D%27+OR+maker4%3D%27John+Cameron+Grant+%5Bauthor%5D%27+OR+maker5%3D%27John+Cameron+Grant+%5Bauthor%5D%27&current_record=1,bd1136f7da8c
"Acrylic, pastel, collage, charcoal & mixed media on canvas",Gift of Ronald and Cynthia Thompson,Plot,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJohn%5FRozelle%5CPlot%2Ejpg,"72"" H x 105"" W",John E. Rozelle,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+E%2E+Rozelle&whereclause=where+maker%3D%27John+E%2E+Rozelle%27+OR+cleanmaker%3D%27John+E%2E+Rozelle%27+OR+maker1%3D%27John+E%2E+Rozelle%27+OR+maker2%3D%27John+E%2E+Rozelle%27+OR+maker3%3D%27John+E%2E+Rozelle%27+OR+maker4%3D%27John+E%2E+Rozelle%27+OR+maker5%3D%27John+E%2E+Rozelle%27&current_record=1,74630b80b692
printed paper,Gift of MacDonald and Charlotte Jean Jones,"The Playgoer, ""Jump For Joy"" magazine",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMusic%5Fprograms%5CJump%2Ejpg,"8.375"" H x 5.5"" W","John F. Huber, Publisher",HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+F%2E+Huber%2C+Publisher&whereclause=where+maker%3D%27John+F%2E+Huber%2C+Publisher%27+OR+cleanmaker%3D%27John+F%2E+Huber%2C+Publisher%27+OR+maker1%3D%27John+F%2E+Huber%2C+Publisher%27+OR+maker2%3D%27John+F%2E+Huber%2C+Publisher%27+OR+maker3%3D%27John+F%2E+Huber%2C+Publisher%27+OR+maker4%3D%27John+F%2E+Huber%2C+Publisher%27+OR+maker5%3D%27John+F%2E+Huber%2C+Publisher%27&current_record=1,28200a488a8f
printed paper,Gift of Madeline Gonzales,"The Playgoer, ""Jump For Joy"" magazine",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMusic%5Fprograms%5CJump%5FGonzales%2Ejpg,"8.375"" H x 5.5"" W","John F. Huber, Publisher",HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+F%2E+Huber%2C+Publisher&whereclause=where+maker%3D%27John+F%2E+Huber%2C+Publisher%27+OR+cleanmaker%3D%27John+F%2E+Huber%2C+Publisher%27+OR+maker1%3D%27John+F%2E+Huber%2C+Publisher%27+OR+maker2%3D%27John+F%2E+Huber%2C+Publisher%27+OR+maker3%3D%27John+F%2E+Huber%2C+Publisher%27+OR+maker4%3D%27John+F%2E+Huber%2C+Publisher%27+OR+maker5%3D%27John+F%2E+Huber%2C+Publisher%27&current_record=2,9d16e5446b44
Collograph,"Gift of Helen Blair, friend of the artist","Icarus, Lucifer Flight",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CIcarus%2Ejpg,"48 x 33""",John Tarrell Scott,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Tarrell+Scott&whereclause=where+maker%3D%27John+Tarrell+Scott%27+OR+cleanmaker%3D%27John+Tarrell+Scott%27+OR+maker1%3D%27John+Tarrell+Scott%27+OR+maker2%3D%27John+Tarrell+Scott%27+OR+maker3%3D%27John+Tarrell+Scott%27+OR+maker4%3D%27John+Tarrell+Scott%27+OR+maker5%3D%27John+Tarrell+Scott%27&current_record=1,b93038ec49c0
Mixed media,"CAAM Foundation Purchase, with funds provided by the City of Los Angeles, Cultural Affairs Department","Ken and Barbie, Spirit versus Technology Series",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CRiddle%5CKen+%26+Barbie%2Ejpg,"32"" H x 11.25""(open) W x 7.5"" D","John Thomas Riddle, Jr.",VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Thomas+Riddle%2C+Jr%2E&whereclause=where+maker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+cleanmaker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker1%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker2%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker3%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker4%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker5%3D%27John+Thomas+Riddle%2C+Jr%2E%27&current_record=1,5dc2404c733d
Mixed media,"CAAM Foundation Purchase, with funds provided by the City of Los Angeles, Cultural Affairs Department","Pandora's Box, Spirit versus Technology Series",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CRiddle%5CPandora%2Ejpg,32 H x 12 W x 6 D,"John Thomas Riddle, Jr.",VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Thomas+Riddle%2C+Jr%2E&whereclause=where+maker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+cleanmaker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker1%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker2%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker3%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker4%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker5%3D%27John+Thomas+Riddle%2C+Jr%2E%27&current_record=2,3ce908261211
Mixed media assemblage,"CAAM Foundation Purchase, with funds provided by the City of Los Angeles, Cultural Affairs Department","Bird and Diz, Spirit versus Technology Series",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CRiddle%5CBird+%26+Diz%2Ejpg,36 H x 24 (open) W x 6 D,"John Thomas Riddle, Jr.",VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Thomas+Riddle%2C+Jr%2E&whereclause=where+maker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+cleanmaker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker1%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker2%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker3%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker4%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker5%3D%27John+Thomas+Riddle%2C+Jr%2E%27&current_record=3,0058d68d509c
Mixed media,"CAAM Foundation Purchase, with funds provided by the City of Los Angeles, Cultural Affairs Department","Hoe, Spirit versus Technology Series",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CRiddle%5CHoe%2Ebmp,32 H x 24 (open) W x 6 D,"John Thomas Riddle, Jr.",VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Thomas+Riddle%2C+Jr%2E&whereclause=where+maker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+cleanmaker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker1%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker2%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker3%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker4%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker5%3D%27John+Thomas+Riddle%2C+Jr%2E%27&current_record=4,2388fbdfffe8
Mixed media,"CAAM Foundation Purchase, with funds provided by the City of Los Angeles, Cultural Affairs Department","Mail Order, Spirit versus Technology Series",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CRiddle%5CMail%2Ejpg,36 H x 24 (open) W x 6 D,"John Thomas Riddle, Jr.",VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Thomas+Riddle%2C+Jr%2E&whereclause=where+maker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+cleanmaker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker1%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker2%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker3%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker4%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker5%3D%27John+Thomas+Riddle%2C+Jr%2E%27&current_record=5,cf4fd32d757a
Mixed media,"CAAM Foundation Purchase, with funds provided by the City of Los Angeles, Cultural Affairs Department","Sticks, Spirit versus Technology Series",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CRiddle%5CSticks%2Ejpg,32 H x 24(open) W x 6 D,"John Thomas Riddle, Jr.",VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Thomas+Riddle%2C+Jr%2E&whereclause=where+maker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+cleanmaker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker1%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker2%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker3%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker4%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker5%3D%27John+Thomas+Riddle%2C+Jr%2E%27&current_record=6,045dc3f28625
Mixed media,"CAAM Foundation Purchase, with funds provided by the City of Los Angeles, Cultural Affairs Department","Pieces at Hand, Spirit versus Technology Series",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CRiddle%5CPieces%2Ejpg,32 H x 24 (open) W x 6 D,"John Thomas Riddle, Jr.",VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Thomas+Riddle%2C+Jr%2E&whereclause=where+maker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+cleanmaker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker1%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker2%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker3%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker4%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker5%3D%27John+Thomas+Riddle%2C+Jr%2E%27&current_record=7,9f10c8a46610
Mixed media,"CAAM Foundation Purchase, with funds provided by the City of Los Angeles, Cultural Affairs Department","Made in Mississippi, Spirit versus Technology Series",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CRiddle%5CMississippi%2Ejpg,36 H x 24 (open) W x 6 D,"John Thomas Riddle, Jr.",VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Thomas+Riddle%2C+Jr%2E&whereclause=where+maker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+cleanmaker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker1%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker2%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker3%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker4%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker5%3D%27John+Thomas+Riddle%2C+Jr%2E%27&current_record=8,c3d2b5acd355
Mixed media,"CAAM Foundation Purchase, with funds provided by the City of Los Angeles, Cultural Affairs Department","P.O.W., Spirit versus Technology Series",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CRiddle%5CPOW%2Ejpg,32 H x 24 (open) W x 6 D,"John Thomas Riddle, Jr.",VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Thomas+Riddle%2C+Jr%2E&whereclause=where+maker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+cleanmaker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker1%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker2%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker3%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker4%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker5%3D%27John+Thomas+Riddle%2C+Jr%2E%27&current_record=9,b4fce0999d69
"Welded metal assemblage, polychrome",Bequest of Alfred C. Darby,Untitled,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5CTrioImages%5CRiddle%5CDarby+Estate+copy%2Ejpg,"31 x 11 x 8.5""","John Thomas Riddle, Jr.",VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Thomas+Riddle%2C+Jr%2E&whereclause=where+maker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+cleanmaker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker1%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker2%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker3%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker4%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker5%3D%27John+Thomas+Riddle%2C+Jr%2E%27&current_record=10,567ce6292b28
Mixed media assemblage,Gift of the Arts Council of the California African American Museum,Profit and Loss,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CRiddle%5CProfit+and+Loss+copy%2Ejpg,"42"" H x 20"" W x 8.5"" D","John Thomas Riddle, Jr.",VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Thomas+Riddle%2C+Jr%2E&whereclause=where+maker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+cleanmaker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker1%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker2%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker3%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker4%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker5%3D%27John+Thomas+Riddle%2C+Jr%2E%27&current_record=11,c8c4faf331a5
Limited edition lithograph,Gift of Kenneth W. Grams,The Solo,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CRiddle%5CSolo%2Ejpg,"21.75"" H x 19"" W","John Thomas Riddle, Jr.",VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Thomas+Riddle%2C+Jr%2E&whereclause=where+maker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+cleanmaker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker1%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker2%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker3%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker4%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker5%3D%27John+Thomas+Riddle%2C+Jr%2E%27&current_record=12,511dd57d84e4
Photo-mechanical reproduction,Gift of Kenneth W. Grams,,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CRiddle%5CSolo+poster%2Ejpg,"26"" H x 19.5"" W","John Thomas Riddle, Jr.",VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Thomas+Riddle%2C+Jr%2E&whereclause=where+maker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+cleanmaker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker1%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker2%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker3%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker4%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker5%3D%27John+Thomas+Riddle%2C+Jr%2E%27&current_record=13,cb7e05252b84
Photo-mechanical reproduction,Gift of Kenneth W. Grams,,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CRiddle%5CSolo+poster%2Ejpg,"28"" H x 22"" W x 1"" D","John Thomas Riddle, Jr.",VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Thomas+Riddle%2C+Jr%2E&whereclause=where+maker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+cleanmaker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker1%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker2%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker3%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker4%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker5%3D%27John+Thomas+Riddle%2C+Jr%2E%27&current_record=14,e1f74b8a8b45
