description,title,artist,credit,materials,image_URL,dimensions,EA_id
"1 photographic print : b&amp;w; ; 5 x 7 in.  1 negative : b&amp;w; ; 4 x 5 in.  Published in Rafu Shimpo, November 16, 1961.  Representatives of Los Angeles Japanese American groups plan for the White House Regional Conference to be held in the Ambassador hotel, November 20-21, at the Old California State Building, California, November 14, 1961.  An African American, Caucasian and three Japanese American men in suits sit in cushioned chairs around a rectangular table in a wood paneled room.  They are identified (left to right): Robert Reynolds, consultant to the President's Commission on Juvenile Delinquency and Youth Crime; Paul Takeda, Japanese Chamber of Commerce executive secretary; Abner Silverman, coordinator of Senior Citizen panel; Mike Suzuki, Japanese American Community Service acting director; and James Higashi, Japanese American Citizens' League (JACL) regional director.","Planning for White House Regional Conference at Old California State Building, California, November 14, 1961","Mimura, Kenneth","Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.745_1_p_a.jpg,,50b803cf6762
"2 negatives : b&amp;w; ; 4 x 5 in.  Published in Rafu Shimpo, October 26, 1961.  Dave Yokoseki, City Art Commissioner, and Eiji Tanabe receive flower seeds obtained by Los Angeles Councilman Karl L. Rundberg, chairman of Los Angeles-Nagoya Sister City committee, from the City Park and Recreation Department to ship to the Higashiyama Botanical garden in Nagoya for its new wing of its main hothouse, at Los Angeles City Hall, Los Angeles, California, October 23, 1961.  Tall Caucasian man in suit and eyeglasses, right, hands a rectangular package tied with string to a Japanese American man in dark suit and curly forelock, center; balding man in eyeglasses, suit and striped necktie, left, holds a letter from Los Angeles Mayor Sam Yorty; desk in foreground and large map in background.  Also includes a mustached Caucasian man in suit showing posters of Asian art and toys from Nagoya City to Los Angeles to Yokoseki and Tanabe, who stand at right.","Dave Yokoseki receiving flower seeds for Higashiyama Botanical Garden in Nagoya from Los Angeles Council man Karl L. Rundberg at Los Angeles City Hall, Los Angeles, California, October 23, 1961",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.744_1_a.jpg,,6739bd9adfc6
"Stretched.  Abstract of overlapping shapes in hues of purple, white, yellow, blue, orange, black, red, gray, green, brown on purple background.  Large white form with sharp points, center left, overlaps yellow-orange forms; below large orange form, top edge.  Large white spike, upper right; green half circle, center.  Two black forms, center bottom edge, extends up to center.",Untitled,"Date, Hideo",Gift of Hideo Date,oil; canvas,http://media.janm.org/collections/janm_99.111.174_a.jpg,"H: 40 in, W: 50 in",05a3d0591ea7
"Stretched and framed.  Abstract in hues of yellow, blue, red, black, orange, green, pink, off-white on gradient yellow background right; black background left.  Eye-like shape of yellow ring around black circular form with yellow dot at center on purple background, right.  Triangular orange form on large blue form, center.",Untitled,"Date, Hideo",Gift of Hideo Date,oil; canvas,http://media.janm.org/collections/janm_99.111.175_a.jpg,"H: 34 in, W: 50 in",3ace7d6223f9
"2 negatives : b&amp;w; ; 4 x 5 in.  Published in Rafu Shimpo, January 23, 1961.  American Legion award presenation to students at Griffith Junior High School in Los Angeles, California, January 21, 1961.  William Masataka Fujihara, a 17 year old sansei, is awarded the American Legion award by Ralph Delong, past commander of Union Pacific American Legion, as Mrs. Stanley Fujihara looks on at right.  Also includes a group portrait of ten student awardees standing with certificates with Delong; girls wear corsages.","American Legion award presentation at Griffith Junior High School, Los Angeles, California, January 21, 1961",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.720_2_a.jpg,,e0a8583b8732
"Stretched.  Abstract in hues of blue, orange, gray, purple, black, white, green on gradient blue and purple background.  Textured paint.  Multicolored horizontal shape composed of multiple shapes, center top.  Small white squares, center right.  Low navy, brown, black horizon, bottom edge.  Orange and green triangular form, left; large gray form with green shape, center; dark purple horizontal shape parallel to horizon.",Untitled,"Date, Hideo",Gift of Hideo Date,oil; canvas,http://media.janm.org/collections/janm_99.111.172_a.jpg,"H: 50 in, W: 42 in",4e6b5f24e4d7
"Stretched.  Abstract in dark hues of black, gray, white, orange, purple, green, blue white accents on gradient gray and white background.  Large dark green shapes.  Orange triangular shape, right center, at end of brown hued horizontal shape with blue and white on bottom left.  Orange and purple hued vertical elliptical shape with orange point at left, on black vertical rectangle, right edge.",Untitled,"Date, Hideo",Gift of Hideo Date,oil; canvas,http://media.janm.org/collections/janm_99.111.173_a.jpg,"H: 42 in, W: 50 in",95489605582c
"Stretched.  Abstract in dark hues of black, gray, brown, orange, green, yellow.  Angular orange hued form, left; small white swirl within orange form, center; orange spike at right.  Large olive hued hand-like form, right, on gray hued background.  Black form, upper left corner.",Untitled,"Date, Hideo",Gift of Hideo Date,oil; canvas,http://media.janm.org/collections/janm_99.111.171_a.jpg,"H: 40 in, W: 50 in",6df00c66217e
"Stretched and unframed.  Abstract in hues of purple, yellow, black, red.  Yellow background, top right.  Horizontally oriented form with large purple element, center right with small red form next to two light green curved forms. Horizontal black form with two points at top, upper left.",Untitled,"Date, Hideo",Gift of Hideo Date,oil; canvas,http://media.janm.org/collections/janm_99.111.85_a.jpg,"H: 27 in, W: 36 in",4bcd5ad0e895
"Stretched and framed.  Verticaly oriented abstract composed of many small multicolored shapes in hues of blue, white, black, yellow, red, purple.  Large vertical black form at left on light gray background; large light blue block form, right center edge, on yellow background.  Black, green and red hued forms lower right edge.",Untitled,"Date, Hideo",Gift of Hideo Date,oil; canvas,http://media.janm.org/collections/janm_99.111.116_a.jpg,"H: 38 in, W: 30 in",c679ba2a3681
"Stretched and unframed.  Abstract in hues of red, yellow, orange, purple, brown, green.  Orange and red forms, right; large yellow form, upper middle; blue form upper left; brown form, bottom left corner.",Untitled,"Date, Hideo",Gift of Hideo Date,oil; canvas,http://media.janm.org/collections/janm_99.111.129_a.jpg,"H: 22 in, W: 36 in",4be04e07d001
"2 photographic prints : b&amp;w; ; 5 x 7 in.  2 negatives : b&amp;w; ; 4 x 5 in.  Groups of girls and boys wrap gifts for the annual Japanese American Citizens' League (JACL) Christmas Cheer program at the JACL office in Los Angeles, California, December 17, 1956.  Eleven girls wrap gifts in Christmas wrap; nine boys box wrapped gifts.","Youths wrapping gifts for annual JACL Christmas Cheer program, Los Angeles, California, December 17, 1956",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.390_1_p_a.jpg,,fb856e859bfe
"1 negative : b&amp;w; ; 4 x 5 in.  Two Caucasian men shake hands flanked by two women in kimonos,two Japanese men at left and a Caucasian man, right, at the Covina Heights development, California, 1965.  Houses in background.","Covina Heights development, California, 1965",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.887_1_a.jpg,,8f3d25f988bc
"1 negative : b&amp;w; ; 4 x 5 in.  Published in Rafu Shimpo, January 1, 1966, Japanese section.  Copy of a map of downtown Los Angeles, California for Rafu Shimpo's New Year edition, 1966.  Includes Little Tokyo.  Labeled with Letters.","Map of downtown Los Angeles, California, 1965",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.886_1_a.jpg,,1d5fd880f8c4
"1 negative : b&amp;w; ; 4 x 5 in.  Older male tennis player receives a large trophy cup from 1966 Nisei Week Queen Ruby Komai on tennis court in California, 1966?  Dressed in white shorts and shirt, the tennis player stands at center court in front of net holding a tennis racket in proper right hand and handle of trophy in proper left hand.  Komai stands at far right in a tiara and same two-piece outfit as two members of her court standing at left; they all hold paper umbrellas with chrysanthemum design.","Tennis player with trophy and Nisei Week Queen and court, California, 1966?",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.940_1_a.jpg,,572aa979d0c1
"2 negatives : b&amp;w; ; 4 x 5 in.  Young African American man holds a baseball while standing with two other African American men in what appears to be a hospital room in California, 1966?  Young man wears eyeglasses and a jacket over shirt.  Includes young man with a man in suit standing with his arm around his shoulders, young man with mustached security guard in uniform and eyeglasses stands at left and man in suit at right.  There is a bed with railings directly behind them with curtains at right.","Young African American man holding baseball, California, 1966?",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.941_1_a.jpg,,354ad85ce970
"1 photographic print : b&amp;w; ; 5 x 7 in.  2 negatives : b&amp;w; ; 4 x 5 in.  Group of men and women arrive at the airport and are greeted with carnation bouquets on the tarmac at night, California, 1966?  The men wear suits while one woman wears a dress and another wears a kimono.  Airplane visible in background.","Group of men and women arriving at airport, California, 1966?",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.939_1_p_a.jpg,,2267230971b6
"1 photographic print : b&amp;w; ; 5 x 7 in.  2 negatives : b&amp;w; ; 120 mm.  Seven men of different ethnicities, including African American, Caucasian, Japanese American and Latino, stand before an audience while another man speaks at a podium behind them with curtained stage in background, California, 1966.  The men wear suits and uniforms.","Men of different ethnicities standing in front of curtained stage, California, 1966?",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.938_1_p_a.jpg,,5d787305bd85
"1 photographic print : b&amp;w; ; 5 x 7 in.  1 negative : b&amp;w; ; 4 x 5 in.  Los Angeles Mayor Sam Yorty exchanges gifts with two Japanese men in his office at Los Angeles City Hall, Los Angeles, California, 1966?  Mayor Yorty, left, holds a statue of a white dog in both hands while two men hold open folders with documents signed by Yorty with the Mayors photograph.  All men wear suits.  Balding man in middle wears a bow tie.  Los Angeles City emblem in background; American flag at left.  Microphones in foreground on desk.","Los Angeles Mayor Sam Yorty exchanges gifts with two men at Los Angeles City Hall, Los Angeles, California, 1966?",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.937_1_p_a.jpg,,cafba89ec0c9
"2 negatives : b&amp;w; ; 4 x 5 in.  Published in Rafu Shimpo, October 27, 1966, Japanese section.  United States Suzuki Motor Group greets large group of Japan Suzuki dealers at the Los Angeles International Airport in Los Angeles, California, October 26, 1966.<br>1N: Group portrait of forty three men in suits in front of Japan Air Lines airplane.  Two men kneel in front holding a large banner, ""Welcome Japan Suzuki Dealers, U.S. Suzuki Motor Corp., October 26, 1966.  The rest of the men stand on tarmac or on ramp stairs.<br>2N: Two Japanese men in suits shake hands as large group of men in suits stand on ramp stairs from Japan Air Lines airplane in background.  Identified (left to right): Shunjo Suzuki (President), Osamu Suzuki (U.S. President), and Koichi Higashino (Tokyo branch head). (Published)","U.S. Suzuki Motor Group welcomes Japan Suzuki dealers at Los Angeles International Airport, Los Angeles, California, October 26, 1966",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.935_1_a.jpg,,6c271da496e5
