dim,made,prov,title,nationality,artist,image_url,birth_date,death_date,EA_id
10-3/8 x 5-3/8 in. (26.4 x 13.7 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Saint Catherine of Alexandria,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.24.P,1310.0,1370.0,65a506ff3389
10-3/8 x 5-3/8 in. (26.4 x 13.7 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Saint Francis,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.15.P,1310.0,1370.0,41d8b8971613
10-3/8 x 5-1/4 in. (26.4 x 13.3 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Saint Justina,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.14.P,1310.0,1370.0,ee8a6f9790a1
17-1/8 x 15-5/8 in. (43.5 x 39.7 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Pentecost,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.12.P,1310.0,1370.0,8e086b797e79
Paper: 22 x 30 in. (55.88 x 76.2 cm.); Image: 16-1/2 x 27 in. (41.91 x 68.58 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (The Shtetl VI),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.255,1897.0,1977.0,227cf51a2e23
Paper: 22 x 30 in. (55.88 x 76.2 cm.); Image: 19-1/2 x 25-1/2 in. (49.53 x 64.77 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (The Shtetl IV),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.253,1897.0,1977.0,46bf4337e69e
12-1/4 x 8-3/4 in. (31.1 x 22.2cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Presentation of the Virgin in the Temple,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.17.P,1310.0,1370.0,8dc83ab1203e
Paper: 22 x 30 in. (55.88 x 76.2 cm.); Image: 17 x 20 in. (43.18 x 50.8 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (The Shtetl III),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.252,1897.0,1977.0,5547104b86eb
Paper: 22 x 30 in. (55.88 x 76.2 cm.); Image: 15 x 27 in. (38.1 x 68.58 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (The Shtetl V),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.254,1897.0,1977.0,7ae175afd2e9
Paper: 22 x 30 in. (55.88 x 76.2 cm.); Image: 19 x 23-1/2 in. (48.26 x 59.69 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (The Shtetl II),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.251,1897.0,1977.0,e41b3ab33222
sheet: 10-1/4 x 22-1/2 in. (26 x 57.2 cm),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Sunset Strip V),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.262,1897.0,1977.0,913e4afc671d
Paper: 22 x 30 in. (55.88 x 76.2 cm.); Image: 15-1/2 x 19-1/2 in. (39.37 x 49.53 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (The Shtetl I),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.250,1897.0,1977.0,9a62d2770a9e
14-3/8 x 11 in. (36.5 x 28.0 cm),1928,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","The Hanged,",American,Edward Hagedorn,http://images.nortonsimon.org/viewer/index.php?id=P.1953.267,1902.0,1982.0,67f59afb0bf0
sheet: 10-1/4 x 22-3/8 in. (26 x 56.8 cm),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Sunset Strip IV),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.261,1897.0,1977.0,08ec1a442afd
13-1/4 x 11-1/8 in. (33.7 x 28.3 cm),c. 1926-28,"Norton Simon Museum, Anonymous Gift, Courtesy of Denenberg Fine Arts","River Styx, Flying Geese,",American,Edward Hagedorn,http://images.nortonsimon.org/viewer/index.php?id=P.2003.04.2,1902.0,1982.0,9afc695cc04d
19-7/8 x 12-1/2 in. (50.5 x 31.8 cm),1928,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Nude,",American,Edward Hagedorn,http://images.nortonsimon.org/viewer/index.php?id=P.1953.266,1902.0,1982.0,e01696f504b5
24 x 18 in. (61.0 x 45.7 cm),c. 1926-30,"Norton Simon Museum, Anonymous Gift, Courtesy of Denenberg Fine Arts","Female Study,",American,Edward Hagedorn,http://images.nortonsimon.org/viewer/index.php?id=P.2003.04.3,1902.0,1982.0,963449093c7c
comp: 10-7/8 x 7-3/4 in. (27.6 x 19.7 cm); sheet: 19-1/8 x 12-1/2 in. (48.6 x 31.8 cm),c. 1926-1927,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Nude,",American,Edward Hagedorn,http://images.nortonsimon.org/viewer/index.php?id=P.1953.268,1902.0,1982.0,e6d078f8fc7c
comp: 23-1/8 x 18 in. (58.7 x 45.7 cm); sheet: 25-1/8 x 20-1/8 in. (63.8 x 51.1 cm),c. 1926-28,"Norton Simon Museum, Anonymous Gift, Courtesy of Denenberg Fine Arts","Galka Scheyer Viewing Modern Portraits of Galka Scheyer,",American,Edward Hagedorn,http://images.nortonsimon.org/viewer/index.php?id=P.2003.04.1,1902.0,1982.0,70002f0fb470
Image: 14-7/8 x 22 in. (37.8 x 55.9 cm),1968,"Norton Simon Museum, Gift of the Artist","Girl by 4 Roads,",American,Betty Hahn,http://images.nortonsimon.org/viewer/index.php?id=PH.1969.26,1940.0,,dfb087b0b62d
Image: 21-7/8 x 14-13/16 in. (55.6 x 37.2 cm),1968,"Norton Simon Museum, Gift of the Artist","Kodak Tri X Pan Film,",American,Betty Hahn,http://images.nortonsimon.org/viewer/index.php?id=PH.1969.25,1940.0,,afaefc7e9fea
plate: 24.5 x 35 cm. (9 5/8 x 13 3/4 in); sheet: 30.2 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: A Spanish Knight Kills the Bull After Having Lost His Horse,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.09.G,1746.0,1828.0,2b67f5fbb251
plate: 24.5 x 35.5 cm. (9 5/8 x 14 in); sheet: 30.2 cm. (11 7/8 in),1816,Norton Simon Art Foundation,"La Tauromaquia: A Picador Is Unhorsed and Falls Under the Bull,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.26.G,1746.0,1828.0,7dc6665e3001
plate: 24.5 x 35 cm. (9 5/8 x 13 3/4 in); sheet: 30.2 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: A Moor Caught by the Bull in the Ring,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.08.G,1746.0,1828.0,69c33109f11c
"Norton Simon Art Foundation, from the Estate of Jennifer Jones Simon",1816,M.2010.1.104.1-33.G,"La Tauromaquia,",Spanish,Francisco de Goya y Lucientes,,1746.0,1828.0,7935d7830043
sheet: 12-1/4 x 17-3/8 in. (31.1 x 44.1 cm),1816,Norton Simon Art Foundation,"La Tauromaquia,",Spanish,Francisco de Goya y Lucientes,,1746.0,1828.0,39bf57f9c0b8
23 x 31-1/8 in. (58.4 x 79.1 cm),"Probably January 1885, Nuenen",The Norton Simon Foundation,"Winter (The Vicarage Garden under Snow),",Dutch,Vincent van Gogh,http://images.nortonsimon.org/viewer/index.php?id=F.1969.39.2.P,1853.0,1890.0,56c1883a1b2a
15-3/4 x 22-1/4 in. (40.0 x 56.5 cm),November 1884,The Norton Simon Foundation,"Still Life,",Dutch,Vincent van Gogh,http://images.nortonsimon.org/viewer/index.php?id=F.1972.44.P,1853.0,1890.0,dda74fe7c401
72 x 39 in. (182.9 x 99.1 cm),1427,The Norton Simon Foundation,"Branchini Madonna,",Italian,Giovanni di Paolo,http://images.nortonsimon.org/viewer/index.php?id=F.1978.01.P,1403.0,1482.0,3528bc6e9db8
plate: 9-3/4 x 13-3/4 in. (24.8 x 34.9 cm); sheet:  12-3/8 x 18-3/4 in. (31.4 x 47.6 cm),1905,Norton Simon Art Foundation,"La Tauromaquia,",Spanish,Francisco de Goya y Lucientes,,1746.0,1828.0,76dea5763ac5
40 x 102 in. (101.6 x 259.1 cm),c. 1696-98,The Norton Simon Foundation,"Birth of the Virgin,",Italian,Luca Giordano,http://images.nortonsimon.org/viewer/index.php?id=F.1975.04.P,1632.0,1705.0,ceb180729b2b
Sheet: 22 x 30 in. (55.88 x 76.2 cm.); Image: 21-1/2 x 29-1/2 in. (54.61 x 74.93 cm.),1969,"Norton Simon Museum, Anonymous Gift, 1971","The Goddess and the Owl,",French,Françoise Gilot,http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.155,1921.0,,1671d0eef3ca
Sheet: 22 x 30 in. (55.88 x 76.2 cm.); Image: 21-1/2 x 29-1/2 in. (54.61 x 74.93 cm.),1969,"Norton Simon Museum, Anonymous Gift","Lions and Butterflies,",French,Françoise Gilot,http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.154,1921.0,,a71297c0305b
7-3/16 x 6 in. (18.3 x 15.2 cm),1890,The Norton Simon Foundation,"Portrait of Dr. Gachet,",Dutch,Vincent van Gogh,http://images.nortonsimon.org/viewer/index.php?id=F.1976.11.G,1853.0,1890.0,106ed9b8a713
16 x 12-3/4 in. (40.6 x 32.4 cm),October 1888,Norton Simon Art Foundation,"Portrait of the Artist's Mother,",Dutch,Vincent van Gogh,http://images.nortonsimon.org/viewer/index.php?id=M.1968.32.P,1853.0,1890.0,c2fa998e3931
79 x 127-3/4 in. (200.7 x 324.5 cm),late 17th century,The Norton Simon Foundation,"A Battle Scene,",Italian,Luca Giordano,http://images.nortonsimon.org/viewer/index.php?id=F.1976.12.P,1632.0,1705.0,a2b2cee24a8a
30 x 13-3/8 in. (76.2 x 34.0 cm),early 1450s,The Norton Simon Foundation,"Baptism of Christ,",Italian,Giovanni di Paolo,http://images.nortonsimon.org/viewer/index.php?id=F.1973.07.P,1403.0,1482.0,793d6876307d
25-1/4 x 21-1/2 in. (64.1 x 54.6 cm),August 1888,Norton Simon Art Foundation,"Portrait of a Peasant (Patience Escalier),",Dutch,Vincent van Gogh,http://images.nortonsimon.org/viewer/index.php?id=M.1975.06.P,1853.0,1890.0,7f51052f6f6c
18-1/4 x 23-7/8 in. (46.4 x 60.6 cm),1882,Norton Simon Art Foundation,"Back Garden of Sien's Mother's House, the Hague,",Dutch,Vincent van Gogh,http://images.nortonsimon.org/viewer/index.php?id=M.1980.05.D,1853.0,1890.0,73690c1b949f
21-1/4 x 25-1/2 in. (54 x 65 cm),October 1889,"Norton Simon Art Foundation, Gift of Mr. Norton Simon","Mulberry Tree,",Dutch,Vincent van Gogh,http://images.nortonsimon.org/viewer/index.php?id=M.1976.09.P,1853.0,1890.0,52fd01f9b2fd
18-1/2 x 13-3/4 in. (47.0 x 35.0 cm),1885,The Norton Simon Foundation,"Head of a Peasant Woman in a White Bonnet,",Dutch,Vincent van Gogh,http://images.nortonsimon.org/viewer/index.php?id=F.1985.1.P,1853.0,1890.0,3becdae2097b
plate: 25 x 35 cm. (9 13/16 x 13 3/4 in); sheet: 30.1 cm. (11 7/8 in),1816,Norton Simon Art Foundation,"La Tauromaquia: A Spanish Mounted Knight in the Ring Breaking Short Spears Without the Help of Assistants,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.13.G,1746.0,1828.0,f9fa4e83c899
8-1/2 x 13-5/16 in. (21.6 x 35.4 cm),"c. May 21, 1890",Norton Simon Art Foundation,"Autograph Letter from Auvers-Sur-Oise to the Ginoux Family in Arles,",Dutch,Vincent van Gogh,,1853.0,1890.0,02f6132c64f6
plate: 9-3/4 x 14 in. (24.8 x 35.6 cm); sheet: 17-1/2 x 12-1/2 in. (44.5 x 31.6 cm),1816,Norton Simon Art Foundation,"La Tauromaquia,",Spanish,Francisco de Goya y Lucientes,,1746.0,1828.0,0b79626a9ef3
each: 9-3/4 x 14 in. (24.8 x 35.6 cm),1816,The Norton Simon Foundation,"La Tauromaquia,",Spanish,Francisco de Goya y Lucientes,,1746.0,1828.0,e16e5409147d
plate: 10 x 14 in. (25.4 x 35.6 cm),1816,Norton Simon Art Foundation,"La Tauromaquia,",Spanish,Francisco de Goya y Lucientes,,1746.0,1828.0,c5b91536c278
40-1/2 x 31-7/8 in. (102.9 x 80.9 cm),1806,Norton Simon Art Foundation,"Doña Francisca Vicenta Chollet y Caballero,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1981.7.P,1746.0,1828.0,167bb40ec9e4
plate: 13 x 9.5 cm. (5 1/8 x 3 3/4 in); sheet: 22.4 x 15.4 cm. (8 13/16 x 6 1/16 in),c.1780,The Norton Simon Foundation,"Cari(tas) [San Francisco de Paula],",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1976.08.1.G,1746.0,1828.0,13a58de8de59
Norton Simon Art Foundation,1825,M.1969.12.3.G,"Bulls of Bordeaux:  Dibersion de España,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1969.12.3.G,1746.0,1828.0,b2f84a09c6dd
plate: 24.5 x 35 cm. (9 5/8 x 13 3/4 in); sheet: 30.1 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: Another Madness of His in the Same Ring,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.19.G,1746.0,1828.0,09b94f72bc69
sheet: 16.7 x 23.6 x 1 cm. (6 9/16 x 9 5/16 in); worked area: 11.5 x 12.5 cm. (4 1/2 x 4 15/16 in),1746-1828,The Norton Simon Foundation,"Woman Reading,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1973.22.G,1746.0,1828.0,1c564861095b
plate: 24.5 x 35.5 cm. (9 5/8 x 14 in); sheet: 30.1 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: Pedro Romero Killing the Halted Bull,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.30.G,1746.0,1828.0,6353e763104f
plate: 21.5 x 15.5 cm. (8 7/16 x 6 1/8 in); sheet: 32.5 x 23.5 cm. (12 13/16 x 9 1/4 in),1746-1828,The Norton Simon Foundation,"Vel: 9. El Primo, Un Enano (Copies After Velázquez),",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1973.19.7.G,1746.0,1828.0,079426ad523b
plate: 20.5 x 15.5 cm. (8 1/16 x 6 1/8 in); sheet: 36.2 x 28.9 cm. (14 1/4 x 11 3/8 in),1778,Norton Simon Art Foundation,"Vel: 8. Sebastian de Morra, Un Enano [list as: Dwarf]  (Copies After Velázquez),",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1978.28.1.G,1746.0,1828.0,3aebe327cf0d
plate: 24.5 x 35 cm. (9 5/8 x 13 3/4 in); sheet: 30.2 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: Origin of the Harpoons or Banderillas,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.07.G,1746.0,1828.0,c2ba3b4a2640
plate: 25 x 35 cm. (9 13/16 x 13 3/4 in); sheet: 30.2 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: Mariano Ceballos, Alias the Indian, Kills the Bull from His Horse,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.23.G,1746.0,1828.0,5905cdb05092
Image: 6-1/4 x 9 in. (15.9 x 22.9 cm),1968,"Norton Simon Museum, Gift of the Artist","Untitled (Woman in Make-up),",German,Ingeborg Gerdes,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.087,1938.0,,b1ad4c12700e
Image: 6 x 9 in. (15.2 x 22.9 cm); Paper:  13-7/8 x 10-1/2 in. (35.2 x 26.7 cm),1969,"Norton Simon Museum, Gift of the Artist","Untitled (Man and Auto),",German,Ingeborg Gerdes,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.086,1938.0,,cf04aa295174
plate: 25 x 35 cm. (9 13/16 x 13 3/4 in); sheet: 30.1 x 43.1 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: Manly Courage of the Celebrated Pajuelera in [the Ring] at Saragosa,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.22.G,1746.0,1828.0,d392581329ef
plate: 24.5 x 35.5 cm. (9 5/8 x 14 in); sheet: 30.2 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: Dreadful Events in the Front Rows of the Ring at Madrid and Death of the Mayor of Torrejon,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.21.G,1746.0,1828.0,845a4e74e871
plate: 25 x 35 cm. (9 13/16 x 13 3/4 in); sheet: 30.2 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: Charles V Spearing a Bull in the Ring at Valladolid,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.10.G,1746.0,1828.0,0afabe034c96
plate: 24.5 x 35 cm. (9 5/8 x 13 3/4 in); sheet: 30.1 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: Banderillas with Firecrackers,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.31.G,1746.0,1828.0,0126e0037ada
13-3/8 x 18-7/8 in. (34.0 x 47.9 cm),1918,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Rocks,",Swiss,Ernst Frick,,1881.0,1956.0,78150370dd0c
13-1/2 x 19 in. (34.3 x 48.3 cm),1918,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Highland,",Swiss,Ernst Frick,,1881.0,1956.0,84d3ebf67d86
The Norton Simon Foundation,c.1335-45,F.1965.1.025.P,"Saint Anthony,",Fresco transferred to panel,French School,,,,9c9dd2537e67
The Norton Simon Foundation,19th century,F.1965.1.103.P,"Royal Banquet Scene,",Tempera on vellum,French School,http://images.nortonsimon.org/viewer/index.php?id=F.1965.1.103.P,,,bec94441cae3
The Norton Simon Foundation,"first half, 18th century",F.1965.1.073.P,"Portrait of a Lady,",Pastel on paper,French School,http://images.nortonsimon.org/viewer/index.php?id=F.1965.1.073.P,,,affbbbf48f6c
The Norton Simon Foundation,c. 1780,F.1965.1.074.D,"Nymphs by an Urn in a Niche,",Pencil and watercolor heightened with white chalk on paper,French School,,,,ea89b46e75e7
The Norton Simon Foundation,19th century,F.1965.1.102.P,"A Tournament Scene,",Tempera on vellum,French School,,,,5d51ad8aeb26
4-3/8 x 5-3/4 in. (11.1 x 14.6 cm),c. 1919,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Filisur,",Swiss,Ernst Frick,,1881.0,1956.0,e358011eeef3
plate: 24.5 x 35 cm. (9 5/8 x 13 3/4 in); sheet: 30.1 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: Pepe Illo Making the Pass of the ""Recorte"",",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.29.G,1746.0,1828.0,b5260cd1672f
14-3/4 x 19-5/8 in. (37.5 x 49.8 cm),1919,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Church,",Swiss,Ernst Frick,,1881.0,1956.0,80df74ea563c
plate: 24.5 x 35 cm. (9 5/8 x 13 3/4 in); sheet: 30.2 x 38 13/16 cm. (11 7/8 x 98.552 in),1816,Norton Simon Art Foundation,"La Tauromaquia: Another Way of Hunting on Foot,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.11.1.02.G,1746.0,1828.0,6618a7c4d8fc
plate: 24.5 x 35 cm. (9 5/8 x 13 3/4 in); sheet: 30.2 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: Another Way of Hunting on Foot,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.02.G,1746.0,1828.0,18b0dd24ebff
plate: 24.5 x 35 cm. (9 5/8 x 13 3/4 in); sheet: 43.3 x 31.7 cm. (17 1/16 x 12 1/2 in),1816,The Norton Simon Foundation,"La Tauromaquia: Another Way of Hunting on Foot,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1976.03.02.G,1746.0,1828.0,a0f4156d27bc
plate: 30 x 21.5 cm. (11 13/16 x 8 7/16 in); sheet: 38.3 x 27.6 cm. (15 1/16 x 10 7/8 in),1778-79,The Norton Simon Foundation,"Vel: 7. Æsopvs Esopo el Fabulador (Copies After Velázquez),",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1973.19.5.G,1746.0,1828.0,5f7753b8e861
plate: 20.5 x 15.5 cm. (8 1/16 x 6 1/8 in); sheet: 36.2 x 28.9 cm. (14 1/4 x 11 3/8 in),1815-20,The Norton Simon Foundation,"Vel: 8. Sebastian de Morra (Copies After Velázquez),",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1973.19.6.G,1746.0,1828.0,c816f0f22b62
plate: 30 x 22 cm. (11 13/16 x 8 11/16 in); sheet: 41 x 30.3 cm. (16 1/8 x 11 15/16 in),1778-79,The Norton Simon Foundation,"Vel: 6. Moenippvs Menipo Filosofo (Copies After Velázquez),",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1973.32.4.G,1746.0,1828.0,291ffb0ac2f1
plate: 37 x 31 cm. (14 9/16 x 12 3/16 in); sheet: 60 x 41.9 cm. (23 5/8 x 16 1/2 in),1778-79,Norton Simon Art Foundation,"Vel: 5. Gaspar de Guzman, Conde Duque de Olivares (Copies After Velázquez),",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1979.66.G,1746.0,1828.0,6b9c157152da
plate: 37 x 31 cm. (14 9/16 x 12 3/16 in),1778-79,The Norton Simon Foundation,"Vel: 3. Margarita de Austria (Copies After Velázquez),",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1973.32.3.G,1746.0,1828.0,bcf58228268b
plate: 37 x 31 cm. (14 9/16 x 12 3/16 in); sheet: 63.5 x 44 cm. (25 x 17 5/16 in),1778-79,Norton Simon Art Foundation,"Vel: 4. Dona Isabel de Borbon, Reyna de España (Copies After Velázquez),",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1976.15.G,1746.0,1828.0,a48daaf37fcd
plate: 24.5 x 35.5 cm. (9 5/8 x 14 in); sheet: 30.1 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: The Agility and Audacity of Juanito Apiñani in [the Ring] at Madrid,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.20.G,1746.0,1828.0,4b17adccf478
plate: 37 x 31 cm. (14 9/16 x 12 3/16 in); sheet: 39 x 33 cm. (15 3/8 x 13 in),1746-1828,The Norton Simon Foundation,"Vel: 2. Felipe IV (Copies After Velázquez),",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1973.19.1.G,1746.0,1828.0,8ad1e04b3cb8
plate: 25 x 35 cm. (9 13/16 x 13 3/4 in); sheet: 30.2 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: The Rabble Hamstring the Bull with Lances, Sickles, Banderillas and Other Arms,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.12.G,1746.0,1828.0,aa67bc0420f9
