Artist_Name,Process,Dimensions,Provenance,image,Artwork_Name,Artwork_Year,EA_id
Michel Majerus,Acrylic on canvas,"141 x 315 in. (358.1 x 800.1 cm)
Each (8 panels): 71 x 78 in. (180.3 x 198.1 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Thea Westreich and Ethan Wagner",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2005.79A-H&dim=300px,MoM-Block II,1996,343e0651abd2
Michel Majerus,Mixed media installation,Dimensions variable,"The Museum of Contemporary Art, Los Angeles
Gift of Norman and Norah Stone",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.91&dim=300px,Sein Lieblingsthema war Sicherheit - seine These es gibt sie nicht,1999,315e802b9748
Senga Nengudi,Nylon mesh and sand,72 x 120 x 4 in. (182.9 x 304.8 x 10.2 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Acquisition and Collection Committee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2005.35&dim=300px,R.S.V.P.,1975,be2ac37595b0
Gabriel Orozco,Pencil and gouache on one peso bill,2 3/4 x 6 1/8 in. (7 x 15.6 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.194&dim=300px,Untitled (One Peso Bill),2001,aa089c0317c4
Gabriel Orozco,"Cibachrome print, edition 2/5",12 x 18 in. (30.5 x 45.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Dean Valentine and Amy Adelson in honor of Marion Goodman Gallery&#039;s 30th anniversary",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2005.83&dim=300px,Nike Town (Pueblo Nike),1998,32cc6fb4d8a1
Matthew Monahan,"Floral foam, wax, brass, pigment, pencil, paper, charcoal, drywall, and glass",88 x 17 1/2 x 17 1/2 in. (223.5 x 44.5 x 44.5 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Curatorial Discretionary Fund",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2005.99&dim=300px,War Never Ends,2005,fd8f59885a71
Matthew Monahan,Plastic coated fabric and paper,24 x 18 x 7 in. (61 x 45.7 x 17.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of David and Tia Hoberman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2007.97&dim=300px,Untitled,2002,864747bbc025
Agnes Martin,"India ink, graphite and gesso on canvas",72 x 72 in. (182.9 x 182.9 cm),"The Museum of Contemporary Art, Los Angeles
The Barry Lowen Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.68&dim=300px,Untitled #2,1977,701432c81c17
Agnes Martin,"Gesso, acrylic, and graphite on canvas",72 x 72 in. (182.9 x 182.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The American Art Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=81.19&dim=300px,Untitled #4,1980,31852d0c43a0
Agnes Martin,Watercolor and pencil on paper,9 x 9 in. (22.9 x 22.9 cm),"The Museum of Contemporary Art, Los Angeles
Bequest of Marcia Simon Weisman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.142&dim=300px,Untitled,1978,3dd297ebd3cf
Agnes Martin,Grey wash and white ink on paper,8 3/4 x 9 1/8 in. (22.2 x 23.2 cm),"The Museum of Contemporary Art, Los Angeles
The Barry Lowen Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.69&dim=300px,Untitled,1964,70117971cd24
Juan Muñoz,Bronze with patina,27 x 13 1/2 x 20 in. (68.6 x 34.3 x 50.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Robert Gober",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2002.24&dim=300px,Untitled,1989,a22e6f9136cb
Juan Muñoz,Iron,14 x 9 x 6 in. (35.6 x 22.9 x 15.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Blake Byrne in memory of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2002.9&dim=300px,Untitled (Balcon),1984,5b33bf96fbea
Juan Muñoz,Wood,8 1/2 x 36 x 13 in. (21.6 x 91.4 x 33 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.183&dim=300px,Untitled (Box),1988,21e27d065cc2
Juan Muñoz,"Wood, plaster, and graphite",39 x 22 x 11 in. (99.1 x 55.9 x 27.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Ruth and Jacob Bloom",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.143&dim=300px,A Square at the Bottom,1988,a9b2b0ca6b3e
Juan Muñoz,Bronze,26 x 20 x 24 in. (66 x 50.8 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.184&dim=300px,Untitled (Vessel),1985,3fe65154f241
Juan Muñoz,Iron and carpet,68 x 21 1/2 x 20 in. (172.7 x 54.6 x 50.8 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.181A-B&dim=300px,Minaret,1989,eb7e06f93614
Hermann Nitsch,Linen rectangle and Army stretcher splashed with animal blood,94 x 110 1/2 in. (238.8 x 280.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of an anonymous donor",http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.41A-B&dim=300px,Untitled,1977,41913a87d6cb
Tony Oursler,"Five fiberglass spheres, CPJ 200 Projector, videotape, VCR",18 in. diameter (each sphere),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by an anonymous donor",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2000.66&dim=300px,Glimmer,1999,bf7b987662ef
Ed Moses,"Acrylic, silverwash and graphite on Strathmore board",60 x 40 in. (152.4 x 101.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Anne Kennedy",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.2&dim=300px,Roses 1S,1963,a2dfe4bea752
Ed Moses,"Ink, charcoal, graphite, and masking tape on paper",Other: 40 1/8 x 30 1/4 in. (101.9 x 76.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Robert Higashi and Kiyo Higashi",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.59A-C&dim=300px,Abstract Drawings #1-#3,1976,8ade9d5a47a5
Ed Moses,Powdered pigment and rhoplex on canvas,80 x 100 in. (203.2 x 254 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Rabbi and Mrs. Arthur Schneier",http://www.moca.org/museum/pc_media_viewer.php?acsnum=92.86&dim=300px,Ill. Hegemann 226,1971,3412479ed855
Ed Moses,Oil and acrylic on canvas,78 x 66 in. (198.1 x 167.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Cedd L. Moses",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.63&dim=300px,Dark-Out Pl,1987,16b0a66f1710
Michael C. McMillen,"Paint, wood and collage",4 x 6 x 4 1/4 in. (10.2 x 15.2 x 10.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Michael Asher",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.158&dim=300px,"Crate , 0",,0d0934845b30
Michael C. McMillen,Wood and mixed media,5 x 2 x 11 1/2 in. (12.7 x 5.1 x 29.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Michael Asher",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.157&dim=300px,Ship: Cruiser,1978,637c84597df1
Michael Asher,Heat-formed Plexiglas,13 3/4 x 14 1/2 x 1 1/2 in. (34.9 x 36.8 x 3.8 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Acquisition and Collection Committee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.81&dim=300px,no title,1966,59ece0e262c8
Lee Mullican,Oil on canvas,75 x 75 in. (190.5 x 190.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Fannie and Alan Leslie",http://www.moca.org/museum/pc_media_viewer.php?acsnum=94.20&dim=300px,The Great Transparents II,1972,68a1bf5121b3
Lee Mullican,Oil on canvas,49 1/2 x 29 1/2 in. (125.7 x 74.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the Lasky Charitable Lead Trust, Marshall P. Levine and Harlan B. Levine, Trustees, in honor of Morelle I. Levine and Norman D. Levine",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.42&dim=300px,From the Seventh Sky,1953,1777688d0a38
Lee Mullican,Graphite on paper,14 x 11 in. (35.6 x 27.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Fannie and Alan Leslie",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.17&dim=300px,The Great Transparents,1990,45866f711ad0
Lee Mullican,Mixed media on paper,20 1/2 x 23 1/4 in. (52.1 x 59.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Councilman Joel Wachs",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.258&dim=300px,Untitled,1950,ad0ae3e00404
Roger Mertin,Gelatin silver print,"Image: 7 1/2 x 11 1/4 in. (19.1 x 28.6 cm)
11 x 14 in. (27.9 x 35.6 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.45.24&dim=300px,"Untitled: Reclining Woman Holding Plastic , 0",,dc910de6dbab
Roger Mertin,Gelatin silver print,"8 x 10 in. (20.3 x 25.4 cm)
Image: 8 x 10 in. (20.3 x 25.4 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.46.42&dim=300px,Poultneyville Orchard,1977,46ffde2aa479
Roger Mertin,Gelatin silver print,"8 x 10 in. (20.3 x 25.4 cm)
Image: 8 x 10 in. (20.3 x 25.4 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.46.33&dim=300px,New York Roadside,1977,887cd448c434
Roger Mertin,Gelatin silver print,"Image: 7 1/2 x 11 1/4 in. (19.1 x 28.6 cm)
11 x 14 in. (27.9 x 35.6 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.45.9&dim=300px,"Untitled: Woman Resting Under Plastic with Mirror , 0",,36cd2c8dc397
Roger Mertin,Gelatin silver print,"Image: 7 1/2 x 11 1/4 in. (19.1 x 28.6 cm)
11 x 14 in. (27.9 x 35.6 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.45.15&dim=300px,"Untitled: Woman on Bed with Mirrors on Either Side , 0",,e5b48c21deac
Michaël Borremans,Oil on canvas,23 5/8 x 27 1/2 in. (60 x 69.9 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by The Buddy Taub Foundation, Jill and Dennis Roach, Directors",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2002.12&dim=300px,The Spell,2001,64c90264c2b3
Mel Bochner,Pencil and ink on paper,11 x 13 5/8 in. (27.9 x 34.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Tony Ganz in memory of Victor Ganz",http://www.moca.org/museum/pc_media_viewer.php?acsnum=98.17&dim=300px,A Theory of Sculpture: Leveling,1969,009f819c473d
Mel Bochner,Ink on graph paper,10 x 7 3/8 in. (25.4 x 18.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Irving Stenn, Jr. and the artist in honor of Ann Goldstein",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2005.40&dim=300px,Number Drawing: Four Rotating Quadrants,1966,4cec165b390c
Jennifer Bartlett,Oil pastel and ink on paper,19 3/4 x 26 in. (50.2 x 66 cm),"The Museum of Contemporary Art, Los Angeles
The Barry Lowen Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.39&dim=300px,In the Garden #101,1980,02eb4dd47950
Tony Conrad,"Emulsion: Citron tinted low lustre enamel, Speedflex Latex Colorizer, Brooklyn Paint & Varnish Co.
Base: Studio white seamless paper",122 x 106 in. (309.9 x 269.2 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Acquisition and Collection Committee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2007.61&dim=300px,Yellow Movie 2/27-28/73,1973,6294a5abb4b4
John Mason,Glazed ceramic,14 x 13 3/4 x 3 in. (35.6 x 34.9 x 7.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Ruth Braunstein and Margo Leavin",http://www.moca.org/museum/pc_media_viewer.php?acsnum=84.20&dim=300px,Untitled,1964,a301710fa49b
Christo,"Color lithograph and collage of acetate and cloth on board, edition 9/100",31 3/4 x 23 3/8 in. (80.6 x 59.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The American Art Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=81.5&dim=300px,"Yellow Store Front, Project (Hovdenakk No. 59)",1980,11c658726f6d
Paul Dillon,Ink and acrylic on canvas,37 1/2 x 30 1/2 in. (95.3 x 77.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Dr. and Mrs. Merle S. Glick",http://www.moca.org/museum/pc_media_viewer.php?acsnum=91.64&dim=300px,Strung Out in Ireland Again,1976,a330d954796a
Roy Thurston,Butyrate lacquer with dry pigment on birch plywood,60 x 30 in. (152.4 x 76.2 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Gift",http://www.moca.org/museum/pc_media_viewer.php?acsnum=94.93&dim=300px,Apr-89,1989,506cf534c7c4
Roy Thurston,Butyrate lacquer on birch plywood,60 x 26 3/8 x 3/4 in. (152.4 x 67 x 1.9 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Gift",http://www.moca.org/museum/pc_media_viewer.php?acsnum=94.91&dim=300px,#V,1988,7c315d1cb2b1
Roy Thurston,Butyrate lacquer on birch plywood,60 x 28 in. (152.4 x 71.1 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Gift",http://www.moca.org/museum/pc_media_viewer.php?acsnum=94.94&dim=300px,Jan-90,1990,b07ca1a736f4
Roy Thurston,Butyrate lacquer with graphite on panel,80 x 35 3/4 x 1 3/4 in. (203.2 x 90.8 x 4.4 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Gift",http://www.moca.org/museum/pc_media_viewer.php?acsnum=94.89&dim=300px,#R,1988,b248db0bca2d
Roy Thurston,Butyrate lacquer on birch plywood,60 x 24 x 3/4 in. (152.4 x 61 x 1.9 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Gift",http://www.moca.org/museum/pc_media_viewer.php?acsnum=94.90&dim=300px,#P,1986,8441815302dd
Roy Thurston,Butyrate lacquer on birch plywood,60 x 28 in. (152.4 x 71.1 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Gift",http://www.moca.org/museum/pc_media_viewer.php?acsnum=94.92&dim=300px,Mar-89,1989,0b25d0e12cc5
Roy Thurston,Butyrate lacquer on birch plywood,60 x 28 in. (152.4 x 71.1 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Gift",http://www.moca.org/museum/pc_media_viewer.php?acsnum=94.95&dim=300px,Oct-89,1989,c43b58d013a8
Ron Davis,Acrylic on canvas,114 x 180 in. (289.6 x 457.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Robert A. Rowan",http://www.moca.org/museum/pc_media_viewer.php?acsnum=80.1&dim=300px,Bent Vents and Octangular,1976,34b29d00dde3
John Divola,"Chromogenic dye-coupler print, edition 2/8","24 x 20 in. (61 x 50.8 cm)
Image: 19 x 19 in. (48.3 x 48.3 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Bruce and Nancy Berman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=98.70.11&dim=300px,N34.10.466&#039; W115.54.878&#039;,1998,94d1a5f78f5d
John Divola,"Chromogenic dye-coupler print, AP1","24 x 20 in. (61 x 50.8 cm)
Image: 19 x 19 in. (48.3 x 48.3 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Bruce and Nancy Berman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=98.70.7&dim=300px,N34.11.626&#039; W116.09.187&#039;,1995,40ef060edcf8
John Divola,"Chromogenic dye-coupler print, AP1","24 x 20 in. (61 x 50.8 cm)
Image: 19 x 19 in. (48.3 x 48.3 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Bruce and Nancy Berman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=98.70.20&dim=300px,N34.14.383&#039; W116.14.758&#039;,1998,ba375d77c2db
Jackson Pollock,"Pen and ink, colored pencil, and watercolor on colored paper",15 3/8 x 13 1/2 in. (39.1 x 34.3 cm),"The Museum of Contemporary Art, Los Angeles
Bequest of Marcia Simon Weisman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.151&dim=300px,Untitled,1943,fbdfa901c974
Jackson Pollock,Watercolor and ink on Howell paper,17 5/8 x 22 in. (44.8 x 55.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The American Art Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=82.40&dim=300px,Number 15,1951,08c3d583db28
Jackson Pollock,Enamel and metallic paint on canvas,63 x 102 in. (160 x 259.1 cm),"The Museum of Contemporary Art, Los Angeles
The Rita and Taft Schreiber Collection
Given in loving memory of her husband, Taft Schreiber, by Rita Schreiber",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.23&dim=300px,Number 1,1949,dd14c1d6e2d8
Jackson Pollock,Oil and enamel on canvas affixed to masonite,30 3/8 x 22 1/2 in. (77.2 x 57.2 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Beatrice and Philip Gersh",http://www.moca.org/museum/pc_media_viewer.php?acsnum=88.38&dim=300px,Number 3,1948,965b618f12cb
Robert Frank,Gelatin silver print,"11 x 14 in. (27.9 x 35.6 cm)
Image: 8 3/4 x 12 3/4 in. (22.2 x 32.4 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.28.37&dim=300px,Bar - Detroit,1955,8b0a5bb49df3
Liz Craft,"Steel tubing, urethane foam, epoxy resin, fiberglass, fur, and paint",168 x 48 x 60 in. (426.7 x 121.9 x 152.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary and Tracy Mezzatesta",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.35&dim=300px,Bullet Proof Snake,1998,b7b1ec93bffc
John Mason,Glazed ceramic,14 x 13 3/4 x 3 in. (35.6 x 34.9 x 7.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Ruth Braunstein and Margo Leavin",http://www.moca.org/museum/pc_media_viewer.php?acsnum=84.20&dim=300px,Untitled,1964,8b685f37e6a2
Christo,"Color lithograph and collage of acetate and cloth on board, edition 9/100",31 3/4 x 23 3/8 in. (80.6 x 59.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The American Art Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=81.5&dim=300px,"Yellow Store Front, Project (Hovdenakk No. 59)",1980,7cdd1044c101
Christo,"Pencil, enamel paint, wax crayon, and charcoal",28 x 22 in. (71.1 x 55.9 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Marjorie L. Fasman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=91.79&dim=300px,Project for the Back Room of Corridor Store Front,1967,f855b19258d2
Richard Deacon,Mild steel and screws,51 1/2 x 108 1/4 x 25 1/2 in. (130.8 x 275 x 64.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Douglas S. Cramer",http://www.moca.org/museum/pc_media_viewer.php?acsnum=91.56&dim=300px,"Far and Near, Near and Far",1987,9f39ff3c372d
Judy Chicago,"1 set Gerowitz rare wood blocks
12 teak blocks in canvas bag",10 1/2 x 9 1/2 x 2 1/2 in. (26.7 x 24.1 x 6.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Michael Asher",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.145&dim=300px,Rare Wood Blooks,1967,6d2b13c61795
Michaël Borremans,Oil on canvas,23 5/8 x 27 1/2 in. (60 x 69.9 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by The Buddy Taub Foundation, Jill and Dennis Roach, Directors",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2002.12&dim=300px,The Spell,2001,72c86182425e
Michaël Borremans,Oil on canvas,43 5/16 x 59 1/16 in. (110 x 150 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by The Buddy Taub Foundation, Jill and Dennis Roach, Directors",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.43&dim=300px,Four Fairies - design for a groundsculpture,2003,024b13df0308
Ana Barrado,Black and white photograph,"Frame: 20 x 15 1/2 in. (50.8 x 39.4 cm)
Paper: 14 x 11 in. (35.6 x 27.9 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Mike Kelley",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2007.98&dim=300px,"Johanna Went at the On Broadway, San Francisco",1982,8a03a7b232c6
