artworkTitle,artistName,nationality,birthDate,deathDate,dateOfEndOfCreation,medium,dimensions,classification,creditLine
Isotope,Walter Murch,American,1907,1967,1950,Oil on canvas,"H. 19-3/4, W. 19-1/4 inches (50.2 x 48.9 cm.)",Paintings,"George A. Hearn Fund, 1952"
"Angels, Mosaic, Palatine Chapel, Palermo",John Singer Sargent,American,1856,1925,1903,"Watercolor, gouache, and graphite on off-white wove paper",9 13/16 x 13 15/16 in. (24.9 x 35.4 cm),Drawings,"Gift of Mrs. Francis Ormond, 1950"
Untitled,Edward Avedisian,American,1936,2007,1966,Acrylic on canvas,"H. 75, W. 100 inches (190.5 x 254 cm.)",Paintings,"Gift of Mr. and Mrs. Arthur A. Cohen, 1968"
Sunrise on South Main Street,Fairfield Porter,American,1907,1975,1973,Oil on canvas,43 x 55in. (109.2 x 139.7cm) 45 5/8 x 57 5/8 x 2 5/8 in. (115.9 x 146.4 x 6.7 cm) (Frame),Paintings,"Hugo Kastor Fund, 1976"
John Inman,Henry Inman,American,1801,1846,1830?,Watercolor on ivory,3 1/4 x 2 5/8 in. (8.4 x 6.8 cm),Paintings,"Gift of Gloria Manney, 2006"
Veluti in Speculum,Hans Hofmann,,1880,1966,1962,Oil on canvas,"H. 85-1/4, W. 73-1/2 inches (215.9 x 186.7 cm.)",Paintings,"Purchase, Gift of Mr. and Mrs. Richard Rodgers, by exchange, and Francis Lathrop Fund, 1963"
Orange Branch,Formerly attributed to John La Farge,American,1835,1910,1883?,Oil on canvas,54 5/8 x 11 5/8 in. (138.4 x 29.5 cm),Paintings,"Gift of J. William Middendorf II, 1966"
Beach Scene,James Hamilton,,1819,1878,1865?,Watercolor and gouache on off-white wove paper,11 7/8 x 15 3/4 in. (30.2 x 40 cm),Drawings,"Rogers Fund, 1966"
"Which Was, and Is, and Is to Come",Cleve Gray,American,1918,2004,1953,Oil on canvas,"H. 57-1/8, W. 56-1/8 inches (145.1 x 142.6 cm.)",Paintings,"Gift of Mrs. William R. Grace, in memory of Miss Louise N. Grace, 1954"
Bird in the Spirit,Morris Graves,American,1910,2001,1943,Gouache on paper,24 x 30in. (61 x 76.2cm),Drawings,"Arthur Hoppock Hearn Fund, 1950"
"Seventh Avenue and 16th Street, New York",Mark Baum,American,1903,1997,1932,Oil on canvas,"H. 30, W. 28 inches (76.2 x 71.1 cm.)",Paintings,"Edith C. Blum Fund, 1983"
Acropolis,Loren MacIver,American,1909,1998,1956,Oil on canvas,42 x 74in. (106.7 x 188cm) 43 x 74 7/8 x 1 1/2 in. (109.2 x 190.2 x 3.8 cm) (Frame),Paintings,"George A. Hearn Fund, 1956"
Moonlight over Myrtle,Mitchell Siporin,American,1910,1976,1949,Oil on canvas,"H. 24, W. 30 inches (61.1 x 76.2 cm.)",Paintings,"Arthur Hoppock Hearn Fund, 1950"
[Biloxi Shack],Walker Evans,American,1903,1975,1961,Tempera on panel,40.6 x 50.8 cm (16 x 20 in. ),Paintings,"Walker Evans Archive, 1994"
A River Glimpse,Thomas Doughty,American,1793,1856,1850,Oil on canvas,30 1/4 x 25 in. (76.8 x 63.5 cm),Paintings,"Gift of Samuel P. Avery, 1895"
Rising Green,Lee Krasner,American,1908,1984,1972,Oil on canvas,"H. 82, W. 69 inches (208.3 x 175.3 cm.)",Paintings,"Gift of Mr. and Mrs. Eugene Victor Thaw, 1983"
A Place To Watch,Sally Hazelet Drummond,American,1924,,1973,Oil on canvas,"H. 36-1/4, W. 36 inches (91.8 x 91.4 cm.)",Paintings,"George A. Hearn Fund, 1974"
Self-Portrait,Howardena Pindell,American,1943,,1962,Oil on Masonite,"H. 17, W. 11-1/4 inches (43.2 x 28.6 cm.)",Paintings,"Anonymous Gift, 1997"
Christiana Stille Keen,Matthew Pratt,,1734,1805,1769?,Oil on canvas,Sight: 30 x 25 in. (76.2 x 63.5 cm),Paintings,"Purchase, Maria Jesup Fund, 2008"
Design for window,Louis Comfort Tiffany,American,1848,1933,early20thcentury,"Watercolor, gouache, and graphite on paper mounted on board in original matt",Overall: 19 1/4 x 9 in. (48.9 x 22.9 cm) Other (Design): 13 9/16 x 3 1/16 in. (34.4 x 7.8 cm),Drawings,"Purchase, Walter Hoving and Julia T. Weld Gifts and Dodge Fund, 1967"
Nest,Martin Kline,American,1961,,2000,Encaustic on plywood panel with wood frame,H. 51 7/8 inches W. 42 inches (132.7 x 106.7 cm),Paintings,"Anonymous Gift, 2000"
Pillars,Josef Albers,,1888,1976,1928,Sandblasted flashed glass and cork,"H. 11-3/4, W. 12-1/4 inches (29.8 x 31.1 cm.)",Paintings,"George A. Hearn Fund, 1970"
The Way Out,Liliana Porter,,1941,,1990,Acrylic on canvas,"H. 26, W. 96 inches (66 x 243.8 cm.)",Paintings,"George A. Hearn Fund, 1991"
Wall of Light White,Sean Scully,American,1945,,1998,Oil on two joined canvases,Diptych (overall): 96 x 108 in. (243.8 x 274.3 cm),Paintings,"Gift of Ginny Williams, 2007"
Cherry Laurel (Mock Orange) Bough,Mary Russell Smith,,1842,1878,,Watercolor and gouache on paper,20 5/8 x 14 5/8 in. (52.4 x 37.1 cm),Drawings,"Gift of Judith F. Hernstadt, 2007"
Beach at High Tide,Molly Luce,American,1896,1986,1933,Oil on canvas,"H. 24, W. 30 inches (61.2 x 76.2 cm.)",Paintings,"George A. Hearn Fund, 1934"
Homage to the Square: Green Promise,Josef Albers,,1888,1976,1956,Oil on Masonite,"H. 24, W. 24 inches (61 x 61 cm.)",Paintings,"Gift of the artist, 1969"
"A Woodland Scene (The Sun Reflecting on the Dew, a Garden Scene: Echo, Pennsylvania, A Place belonging to Mr. D. Bavarage, 1808)",Pavel Petrovich Svinin,,1787,1839,1813?,Watercolor and gouache on white wove paper,5 7/8 x 8 1/4 in. (14.9 x 21 cm),Drawings,"Rogers Fund, 1942"
Entranced,Douglas Safranek,American,1956,,1990,Egg tempera on wood,"H. 63-1/2, W. 36 inches (161.3 x 91.4 cm)",Paintings,"Gift of Robert C. and Patrice Munsel Schuler, 1992"
"""Dutch"" Still Life with Orchids, Postcard View of Paris, and ""Death of Marat""",Paul Wonner,American,1920,,1983,Acrylic on canvas,"H. 70, W. 50 inches (177.8 x 127 cm.)",Paintings,"George A. Hearn Fund, 1983"
John Dart,Jeremiah Theus,,1716,1774,1774,Oil on canvas,30 x 25 in. (76.2 x 63.5 cm),Paintings,"Gift of Edgar William and Bernice Chrysler Garbisch, 1967"
San Gimignano,Elihu Vedder,American,1836,1923,,Oil on canvas,13 7/8 x 10 3/4 in. (35.2 x 27.3 cm),Paintings,"Gift of John V. Kiskis and Enza Tomassi Kiskis, in memory of Nadine Bretschneider Tomassi, 1996"
Hearth,Loren MacIver,American,1909,1998,1957,Oil and plaster on Masonite,"H. 49-5/8, W. 34-5/8 inches (126 x 87.9 cm.)",Paintings,"Purchase, Maria-Gaetana Matisse Gift, 1993"
William Udall,Archibald Robertson,,1765,1835,1805,Watercolor on ivory in gold marquise shaped locket with brightwork fillet; verso brightwork border around hair reserve filled with cut gold initials WU on plaited hair,2 1/16 x 1 1/2 in. (5.2 x 3.8 cm),Paintings,"Maria DeWitt Jesup Fund, 1992"
Elie Williams,Charles Willson Peale,American,1741,1827,1789,Oil on canvas,36 1/4 x 27 5/16 in. (92.1 x 69.4 cm),Paintings,"Gift of I. Austin Kelly III, 1967"
Seashell and Map,David Smith,American,1906,1965,1933,Oil on canvas,26 x 36 in. (66 x 91.4 cm),Paintings,"Purchase, Lila Acheson Wallace Gift, 1983"
Variant: Six Greens,Josef Albers,,1888,1976,1957,Oil on Masonite,"H. 39-7/8, W. 37 inches (101.3 x 94 cm.)",Paintings,"Gift of the artist, 1972"
Kiesler and Wife,Will Barnet,American,1911,2012,1965,Oil on canvas,48 x 71 1/2in. (121.9 x 181.6cm) 49 3/8 x 72 7/8 x 2 in. (125.4 x 185.1 x 5.1 cm) (Frame),Paintings,"Purchase, Roy R. and Marie S. Neuberger Foundation Inc. Gift and George A. Hearn Fund, 1966"
Cut Ground,Sean Scully,American,1945,,2006,Oil on canvas,96 x 144 in. (243.8 x 365.8 cm),Paintings,"Gift of James and Katherine Goodman, 2007"
Design for wall-mounted lantern,Louis Comfort Tiffany,American,1848,1933,early20thcentury,"Watercolor, gouache, crayon, and black ink on tissue paper mounted on heavier paper.",Overall: 22 x 14 15/16 in. (55.9 x 37.9 cm) Other (Design): 16 5/8 x 11 15/16 in. (42.2 x 30.3 cm),Drawings,"Purchase, Walter Hoving and Julia T. Weld Gifts and Dodge Fund, 1967"
Saddle Horse in Farm Yard,Winslow Homer,American,1836,1910,1875,Oil on wood,12 3/4 x 15 7/8 in. (32.4 x 40.3 cm),Paintings,"Bequest of Miss Adelaide Milton de Groot (1876 ?967), 1967"
"Twilight on the Sound, Darien, Connecticut",John Frederick Kensett,American,1816,1872,1872,Oil on canvas,11 1/2 x 24 1/2 in. (29.2 x 62.2 cm),Paintings,"Gift of Thomas Kensett, 1874"
Report from Rockport,Stuart Davis,American,1892,1964,1940,Oil on canvas,"H. 24, W. 30 in. (61 x 76.2 cm)",Paintings,"Edith and Milton Lowenthal Collection, Bequest of Edith Abrahamson Lowenthal, 1991"
Mrs. Nathaniel Chapman (Rebekah Biddle),Benjamin Trott,,1770,1843,1815?,Watercolor on ivory,3 3/16 x 2 9/16 in. (8.1 x 6.5 cm),Paintings,"Fletcher Fund, 1933"
Lace,Robert Greene,American,1953,,1985,Oil on wood,"H. 42, W. 63 inches (106.7 x 160 cm.)",Paintings,"Purchase, Esther U. Johnson Gift, 1986"
Diana,Lee Gatch,American,1902,1968,1942,Oil on canvas on board,"H. 14-1/4, W. 9-1/4 inches (36.2 x 23.2 cm.)",Paintings,"Gift of Mr. and Mrs. Benjamin Weiss, 1979"
Sepik,Jim Waid,American,1942,,1989,Pastel and oil pastel on sandpaper,"H. 31, W. 41 inches (78.7 x 104.1 cm.)",Drawings,"Purchase, Mrs. Fernand Leval Gift, 1990"
"Jungfrau (from ""Splendid Mountain Watercolours"" Sketchbook)",John Singer Sargent,American,1856,1925,1870,"Watercolor, gouache, and graphite on pale blue wove paper",16 x 10 7/8 in. (40.6 x 27.6 cm),Drawings,"Gift of Mrs. Francis Ormond, 1950"
"Winter, Monhegan Island",Rockwell Kent,American,1882,1971,1907,Oil on canvas,"H. 33-7/8, W. 44 inches (86 x 111.8 cm.)",Paintings,"George A. Hearn Fund, 1917"
"Design for single mosaic panel for ""Te Deum Laudamus"" triptych",Frederick Wilson 1858-1932,,1858,1932,1923,Gouache and watercolor in grisaille palette on sketching board with original warm grey window matt,Overall: 22 15/16 x 13 in. (58.3 x 33 cm) Other: 16 9/16 x 7 3/4 in. (42 x 19.7 cm),Drawings,"Purchase, Walter Hoving and Julia T. Weld Gifts and Dodge Fund, 1967"
Dikran Kelekian,John Graham,,1881,1961,1943,Oil on canvas,24 1/8 x 20 1/8 in. (61.3 x 51.1 cm),Paintings,"Gift of Nanette B. Kelekian, 2002"
View of the Bay and City of New York from Weehawken,Robert Havell Jr.,,1793,1878,1840,Oil on canvas,24 x 33 in. (61 x 83.8 cm),Paintings,"The Edward W. C. Arnold Collection of New York Prints, Maps, and Pictures, Bequest of Edward W. C. Arnold, 1954"
Muerte Florida,Whitfield Lovell,American,1959,,1992,Oil stick and charcoal on paper,"H. 81, W. 50 inches (205.7 x 127 cm.)",Drawings,"Arthur Hoppock Hearn Fund, 1997"
The New Bonnet,Eastman Johnson,American,1824,1906,1876,Oil on academy board,20 3/4 x 27 in. (52.7 x 68.6 cm),Paintings,"Bequest of Collis P. Huntington, 1900"
Design for single light window,Louis Comfort Tiffany,American,1848,1933,early20thcentury,"Watercolor, gouache, and graphite on light-weight off-white wove paper mounted on warm grey paper-faced board on warm grey secondary support",Overall: 24 5/8 x 12 3/4 in. (62.5 x 32.4 cm) Other (Design): 18 x 4 1/16 in. (45.8 x 10.3 cm),Drawings,"Purchase, Walter Hoving and Julia T. Weld Gifts and Dodge Fund, 1967"
Wisconsin Landscape,John Steuart Curry,American,1897,1946,1939,Oil on canvas,42 x 84 in. (106.7 x 213.4 cm),Paintings,"George A. Hearn Fund, 1942"
"Amory S. Carhart, Jr.",Ellen Emmet Rand,American,1875,1941,1903,Oil on canvas,64 1/2 x 32 1/4 in. (163.8 x 81.9 cm),Paintings,"Gift of Mrs. George S. Amory, 1964"
"Cliffs at Deir el Bahri, Egypt",John Singer Sargent,American,1856,1925,1891,Oil on canvas,13 3/4 x 24 3/4 in. (34.9 x 62.9 cm),Paintings,"Gift of Mrs. Francis Ormond, 1950"
Untitled,David True,American,1942,,1984,Oil on canvas,"H. 90, W. 120 inches (228.6 x 304.8 cm.)",Paintings,"Purchase, Lila Acheson Wallace Gift, 1984"
Choosing of the Arrow,Henry Kirke Brown,American,1814,1886,1849,Bronze,22 x 11 3/8 x 5 5/8 in. (55.9 x 28.9 x 14.3 cm),Paintings,"Purchase, Mia R. Taradash and Dorothy Schwartz Gifts, and Morris K. Jesup and Rogers Funds, 2005"
"Design for ""Angels of Praise"" window",Louis Comfort Tiffany,American,1848,1933,early20thcentury,"Watercolor, gouache, and ink on paper mounted on board in original matt",Overall: 21 5/8 x 11 1/16 in. (54.9 x 28.1 cm) Design: 17 13/16 x 5 15/16 in. (45.2 x 15.1 cm),Drawings,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1953"
John,Robert Henri,American,1865,1929,1908?,Oil on canvas,24 x 20 1/8 in. (61 x 51.1 cm),Paintings,"Bequest of Miss Adelaide Milton de Groot (1876 ?967), 1967"
Elaine de Kooning (1920-1989),Fairfield Porter,American,1907,1975,1957,Oil on canvas,"H. 62, W. 41 inches (157.5 x 134.1 cm.)",Paintings,"Gift of Mrs. Fairfield Porter, 1978"
Self-Portrait (red background),Mary Beth McKenzie,American,1946,,2002,Oil on canvas,17 x 14 in. (43.2 x 35.6 cm),Paintings,"Gift of the artist, 2003"
Benjamin Moore McVickar,Charles Cromwell Ingham,,1786,1863,1825?,Watercolor on ivory,3 3/16 x 3 3/16 in. (8.1 x 8.1 cm),Paintings,"Fletcher Fund, 1937"
Meeting (The Three Graces),Manierre Dawson,American,1887,1969,1912,Oil on canvas,58 1/8 x 48 in. (147.6 x 121.9 cm),Paintings,"Gift of Myra Bairstow and Lewis J. Obi, M.D., 2007"
Mrs. Joseph Donaldson (Frances Johnston),Charles Willson Peale,American,1741,1827,1776,Watercolor on ivory in gold locket,1 1/2 x 1 3/16 in. (3.8 x 3.1 cm),Paintings,"Gift of Gloria Manney, 2006"
For the Little One,William Merritt Chase,American,1849,1916,1896?,Oil on canvas,40 x 35 1/4 in. (101.6 x 89.5 cm),Paintings,"Amelia B. Lazarus Fund, by exchange, 1917"
View of New York from Williamsburg,Nicolino Calyo,,1799,1884,,"Watercolor, gouache on off-white wove paper",13 7/16 x 20 3/8 in. (34.1 x 51.8 cm),Drawings,"Gift of Marne L-S Hornblower, Dr. John J. Weber, Virginia L-S Cowles, and Diane L-S Hewat, 1985"
Seated Model,Philip Pearlstein,American,1924,,1966,Oil on canvas,48 1/8 x 60 in. (122.2 x 152.4 cm),Paintings,"Gift of Leona Shapiro, in honor of Gerald Shapiro, 2008"
Morning Light,Eugene Speicher,American,1883,1962,1907?,Oil on canvas,"H. 27-1/4, W. 34-1/8 inches (69.2 x 86.7 cm.)",Paintings,"George A. Hearn Fund, 1912"
Blue Dominants,Alexander Liberman,,1912,1999,1959?,Oil on canvas,"H. 29-1/2, W. 35-1/2 inches (74.9 x 90.2 cm.)",Paintings,"Gift of Mr. and Mrs. Ralph F. Colin, 1975"
Mother and Child with a Rose Scarf,Mary Cassatt,American,1844,1926,1908?,Oil on canvas,46 x 35 3/4 in. (116.8 x 89.5 cm),Paintings,"Bequest of Miss Adelaide Milton de Groot (1876 ?967), 1967"
Bern Series,Robert Natkin,American,1930,2010,1983,Acrylic on canvas,"H. 48, W. 96 inches (121.9 x 243.8 cm.)",Paintings,"Gift of Mrs. Aaron M. Weitzenhoffer, 1983"
Design for hanging lantern,Louis Comfort Tiffany,American,1848,1933,early20thcentury,"Watercolor, gouache, colored pencil, and graphite on tissue mounted on heavy paper.",Overall: 22 3/16 x 14 15/16 in. (56.3 x 37.9 cm) Other (Design): 18 9/16 x 11 13/16 in. (47.1 x 30 cm),Drawings,"Purchase, Walter Hoving and Julia T. Weld Gifts and Dodge Fund, 1967"
Bringing Down Marble from the Quarries to Carrara,John Singer Sargent,American,1856,1925,1911,Oil on canvas,28 1/8 x 36 1/8 in. (71.4 x 91.8 cm),Paintings,"Harris Brisbane Dick Fund, 1917"
Gabriel V. Ludlow,John Rubens Smith,American,1775,1849,1816,"Watercolor, gouache, and graphite on off-white wove paper, backed with laid paper and mounted on a wood strainer",17 13/16 x 9 7/8 in. (45.2 x 25.1 cm),Drawings,"Bequest of Maria P. James, 1910"
Spectrum V,Ellsworth Kelly,American,1923,,1969,Oil on canvas,"Each panel: H. 84-1/4, W. 34-1/4 in. (214 x 87 cm.)",Paintings,"Gift of the artist, 1969"
Major John Biddle,Thomas Sully,American,1783,1872,1818,Oil on canvas,30 x 25 in. (76.2 x 63.5 cm),Paintings,"Gift of General John Biddle, 1924"
The Green Salon,Walter Gay,American,1856,1937,by1912,Oil on canvas,25 1/2 x 21 1/2 in. (64.8 x 54.6 cm),Paintings,"Rogers Fund, 1912"
Shanghai Gestures,R.B. Kitaj,American,1932,2007,1968,Oil on canvas,"H. 23-7/8, W. 47-3/4 inches (60.6 x 106 cm.)",Paintings,"Gift of Susan and Alan Patricof, 1982"
Office in a Small City,Edward Hopper,American,1882,1967,1953,Oil on canvas,"H. 28, W. 40 inches (71.1 x 101.6 cm.)",Paintings,"George A. Hearn Fund, 1953"
"Stony Clove, June 26, 1870 (from Sketchbook)",Jervis McEntee,American,1828,1891,1870,"Graphite, white gouache, on blue paper",4 1/2 x 9 in. (11.4 x 22.9 cm),Drawings,"Morris K. Jesup Fund, 1982"
Anxious Hookers,George McNeil,American,1908,1995,1984,Acrylic on canvas,"H. 64, W. 78 inches (162.6 x 198.1 cm.)",Paintings,"Gift of Steven M. Jacobson, 1986"
Deer閳ユ摬ketch from Nature,Arthur Fitzwilliam Tait,,1819,1905,1882?,Oil on canvas,11 1/2 x 14 in. (29.2 x 35.6 cm),Paintings,"Gift of Mrs. Darwin S. Morse, 1963"
October in the Marshes,John Frederick Kensett,American,1816,1872,1872,Oil on canvas,18 1/2 x 30 1/2 in. (47 x 77.5 cm),Paintings,"Gift of Thomas Kensett, 1874"
The Thinker: Portrait of Louis N. Kenton,Thomas Eakins,American,1844,1916,1900,Oil on canvas,82 x 42 in. (208.3 x 106.7 cm),Paintings,"John Stewart Kennedy Fund, 1917"
Landscape,Robert Goodnough,American,1917,2010,1952,Oil on canvas,19 7/8 x 37 3/4 in. (50.5 x 95.9 cm),Paintings,"The Muriel Kallis Steinberg Newman Collection, Gift of Muriel Kallis Newman, 2006"
Passing off of the Storm,John Frederick Kensett,American,1816,1872,1872,Oil on canvas,11 3/8 x 24 1/2 in. (28.9 x 62.2 cm),Paintings,"Gift of Thomas Kensett, 1874"
Beach No. 3,Maurice Brazil Prendergast,American,1858,1924,1913?,Oil on canvas,18 7/8 x 29 7/8 in. (47.9 x 75.9 cm),Paintings,"Bequest of Miss Adelaide Milton de Groot (1876 ?967), 1967"
Annie Sargent Jewett,Maurice Brazil Prendergast,American,1858,1924,1905?,Oil on canvas,30 x 19 3/8 in. (76.2 x 49.2 cm),Paintings,"Bequest of Esther Williams McKinney, 1970"
Reapers Resting in a Wheat Field,John Singer Sargent,American,1856,1925,1885,Oil on canvas,28 x 36 in. (71.1 x 91.4 cm),Paintings,"Gift of Mrs. Francis Ormond, 1950"
William C. Prime,Daniel Huntington,American,1816,1906,1892,Oil on canvas,54 1/4 x 44 in. (137.8 x 111.8 cm),Paintings,"Gift of the Trustees, 1892"
Shells and Things,Marguerite Zorach,American,1887,1968,1936,Oil on canvas,"H. 20, W. 24 inches (50.8 x 61 cm.)",Paintings,"George A. Hearn Fund, 1936"
The Forest of Arden,Albert Pinkham Ryder,American,1847,1917,"97?,reworked1908?",Oil on canvas,19 x 15 in. (48.3 x 38.1 cm),Paintings,"Bequest of Stephen C. Clark, 1960"
Greek Girls Bathing,Elihu Vedder,American,1836,1923,1877,Oil on canvas,18 1/4 x 58 3/4 in. (46.4 x 149.2 cm),Paintings,"Arthur Hoppock Hearn Fund, 1958"
The Painter,Richard Blow,American,1904,1983,1938,Oil on Masonite,"H. 28, W. 32 inches (71.1 x 81.3 cm.)",Paintings,"George A. Hearn Fund, 1938"
The Blue Platter,Karl Knaths,American,1891,1971,1947,Oil on canvas,20 1/4 x 50 1/4 in. (51.4 x 127.6 cm),Paintings,"The Muriel Kallis Steinberg Newman Collection, Gift of Muriel Kallis Newman, 2006"
"Design for 4 seat Phaeton, no top, no. 435",Brewster,American,,,1870,"Pen and black ink, watercolor and guache with gum arabic",sheet: 6 5/16 x 8 5/8 in. (16 x 21.9 cm),Drawings,"Gift of William Brewster, 1923"
"Universalist Church, Provincetown",Niles Spencer,American,1893,1952,1928,Oil and graphite on canvas,"H. 26-1/8, W. 20 inches (66.4 x 50.8 cm.)",Paintings,"Gift of Carl D. Lobell, 1995"
Roses,George Cochran Lambdin,American,1830,1896,1878,Oil on wood,24 x 11 7/8 in. (61 x 30.2 cm),Paintings,"Gift of Mrs. Manfred P. Welcher, 1918"
The Work of Georgia O'Keeffe. A Portfolio of Ten Paintings,Georgia O'Keeffe,American,1887,1986,1937,Off-set reproductions of paintings,,Portfolios,"Gift of Mrs. Carll Tucker in memory of Carll Tucker, 1962"
The Seven Deadly Sins: Anger,Paul Cadmus,American,1904,1999,1947,Egg tempera on Masonite,"H. 24, W. 11-3/4 inches (61 x 29.8 cm.)",Paintings,"Gift of Lincoln Kirstein, 1993"
Il Grifo,George Nick,American,1927,,1982,Oil on canvas,"H. 40-3/8, W. 66 inches (102.6 x 167.6 cm.)",Paintings,"Gift of Dr. and Mrs. Robert E. Carroll, 1984"
Town Meeting,Norman Rockwell,American,1894,1978,1943,Oil on composition board,21 1/4 x 17 1/4in. (54 x 43.8cm),Paintings,"George A. Hearn Fund, 1952"
New York Number,Katherine Porter,American,1941,,1987,Oil on canvas,88 x 74in. (223.5 x 188cm) 89 1/4 x 75 1/4 x 2 3/4 in. (226.7 x 191.1 x 7 cm) (Frame),Paintings,"Joseph H. Hazen Foundation Purchase Fund, in honor of Cynthia Hazen Polsky, 1989"
Hummingbird and Passionflowers,Martin Johnson Heade,,1819,1904,1885,Oil on canvas,20 x 12 in. (50.8 x 30.5 cm),Paintings,"Purchase, Gift of Albert Weatherby, 1946"
M. Muir,Joseph Wood,,1778,1830,,Watercolor on ivory,2 15/16 x 2 3/8 in. (7.4 x 6 cm),Paintings,"Gift of Gloria Manney, 2006"
The Williamson Family,John Mix Stanley,American,1814,1872,1842,Oil on canvas,27 x 22 in. (68.6 x 55.9 cm),Paintings,"Gift of George H. Danforth, III, 1976"
Untitled,Carole Seborovski,American,1961,,1985,Oil on paper,"H. 23-1/2, W. 19-3/4 inches (59.7 x 50.2 cm.)",Drawings,"Purchase, Sarah-Ann and Werner H. Kramarsky Gift, 1986"
Watching Television,Ed Paschke,American,1939,2004,1982,Oil on canvas,"H. 42, W. 80 inches (106.7 x 203.2 cm.)",Paintings,"Kathryn E. Hurd Fund, 1984"
The Starbird Children,Mrs. Moses B. Russell,,1809,1854,1841,Watercolor on ivory,5 1/16 x 4 1/16 in. (12.8 x 10.4 cm),Paintings,"Gift of Gloria Manney, 2006"
Ithaca,Julian Schnabel,American,1951,,1983,Oil and broken dinnerware on wood,"H. 108, W. 144 inches (274.3 x 365.8 cm.)",Paintings,"Purchase, Emily and Jerry Spiegel Gift, 1984"
Still Life on a Table,Lee Krasner,American,1908,1984,1938,Oil on paper,"H. 19-1/8, W. 24-7/8 inches (48.6 x 63.2 cm.)",Drawings,"Anonymous Gift, 1982"
