technique,provenance,title,imageUrl,dimensions,artist,additionalInfo,url,production_id
Rotogravure,Gift of Edward T. Garcia,"""Sam, The Old Accordion Man"" (Novelty Fox Trot Song)",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSheet%5Fmusic%5CGarcia%5Fsheetmusic%5CSam%5FAccordian+copy%2Ejpg,"12.25"" x 9.25""","Leo. Feist, Inc.","Sheet music written by Walter Donaldson; drawing of elderly African American male seated on a bale of cotton playing the accordion, three children dance to the tune and a river steamboat is seen in the background; photo of The Four Aristocrats featured in bottom right corner.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Leo%2E+Feist%2C+Inc%2E&whereclause=where+maker%3D%27Leo%2E+Feist%2C+Inc%2E%27+OR+cleanmaker%3D%27Leo%2E+Feist%2C+Inc%2E%27+OR+maker1%3D%27Leo%2E+Feist%2C+Inc%2E%27+OR+maker2%3D%27Leo%2E+Feist%2C+Inc%2E%27+OR+maker3%3D%27Leo%2E+Feist%2C+Inc%2E%27+OR+maker4%3D%27Leo%2E+Feist%2C+Inc%2E%27+OR+maker5%3D%27Leo%2E+Feist%2C+Inc%2E%27&current_record=2,995ba8f28f7c
Gelatin silver print,Gift of Ida Walls Lee in memory of Vermont Jeffries,"Rev. Fred Shuttlesworth of the Montgomery, AL Bus Boycott fame came",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJeffries%5C1%2Ejpg,13.5 H x 9.25 W,LeRoy W. Jeffries,Image from the historic March on Washington.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+LeRoy+W%2E+Jeffries&whereclause=where+maker%3D%27LeRoy+W%2E+Jeffries%27+OR+cleanmaker%3D%27LeRoy+W%2E+Jeffries%27+OR+maker1%3D%27LeRoy+W%2E+Jeffries%27+OR+maker2%3D%27LeRoy+W%2E+Jeffries%27+OR+maker3%3D%27LeRoy+W%2E+Jeffries%27+OR+maker4%3D%27LeRoy+W%2E+Jeffries%27+OR+maker5%3D%27LeRoy+W%2E+Jeffries%27&current_record=1,2683f38cf93d
Gelatin silver print,Gift of Ida Walls Lee in memory of Vermont Jeffries,They came from everywhereeven Mississippi,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJeffries%5C2%2Ejpg,13.5 H x 9.5 W,LeRoy W. Jeffries,Image of the Mississippi delegation from the historic March on Washington.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+LeRoy+W%2E+Jeffries&whereclause=where+maker%3D%27LeRoy+W%2E+Jeffries%27+OR+cleanmaker%3D%27LeRoy+W%2E+Jeffries%27+OR+maker1%3D%27LeRoy+W%2E+Jeffries%27+OR+maker2%3D%27LeRoy+W%2E+Jeffries%27+OR+maker3%3D%27LeRoy+W%2E+Jeffries%27+OR+maker4%3D%27LeRoy+W%2E+Jeffries%27+OR+maker5%3D%27LeRoy+W%2E+Jeffries%27&current_record=2,78607d5d1cf0
Gelatin silver print,Gift of Ida Walls Lee in memory of Vermont Jeffries,Marian Anderson camethe greatest voice of the century,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJeffries%5C3%2Ejpg,13 7/8 H x 9.5 W,LeRoy W. Jeffries,Image of the famous operatic vocalist at a podium from the historic March on Washington.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+LeRoy+W%2E+Jeffries&whereclause=where+maker%3D%27LeRoy+W%2E+Jeffries%27+OR+cleanmaker%3D%27LeRoy+W%2E+Jeffries%27+OR+maker1%3D%27LeRoy+W%2E+Jeffries%27+OR+maker2%3D%27LeRoy+W%2E+Jeffries%27+OR+maker3%3D%27LeRoy+W%2E+Jeffries%27+OR+maker4%3D%27LeRoy+W%2E+Jeffries%27+OR+maker5%3D%27LeRoy+W%2E+Jeffries%27&current_record=3,cb6633f64153
Gelatin silver print,Gift of Ida Walls Lee in memory of Vermont Jeffries,"""The great March on Washington and Labor leaderA.P. Randolph cameHe saw a 25 year dream come true.",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJeffries%5C4%2Ejpg,8.25 H x 13.5 W,LeRoy W. Jeffries,Image from the historic March on Washington.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+LeRoy+W%2E+Jeffries&whereclause=where+maker%3D%27LeRoy+W%2E+Jeffries%27+OR+cleanmaker%3D%27LeRoy+W%2E+Jeffries%27+OR+maker1%3D%27LeRoy+W%2E+Jeffries%27+OR+maker2%3D%27LeRoy+W%2E+Jeffries%27+OR+maker3%3D%27LeRoy+W%2E+Jeffries%27+OR+maker4%3D%27LeRoy+W%2E+Jeffries%27+OR+maker5%3D%27LeRoy+W%2E+Jeffries%27&current_record=4,c5011681b6a3
Gelatin silver print,Gift of Ida Walls Lee in memory of Vermont Jeffries,"and Publisher, John Johnson, was there along with friends and co-workers",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJeffries%5C5%2Ejpg,9 H x 13.25 W,LeRoy W. Jeffries,"Image of publishing giant, John Johnson and company from the historic March on Washington.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+LeRoy+W%2E+Jeffries&whereclause=where+maker%3D%27LeRoy+W%2E+Jeffries%27+OR+cleanmaker%3D%27LeRoy+W%2E+Jeffries%27+OR+maker1%3D%27LeRoy+W%2E+Jeffries%27+OR+maker2%3D%27LeRoy+W%2E+Jeffries%27+OR+maker3%3D%27LeRoy+W%2E+Jeffries%27+OR+maker4%3D%27LeRoy+W%2E+Jeffries%27+OR+maker5%3D%27LeRoy+W%2E+Jeffries%27&current_record=5,98b76ff0b4d3
Gelatin silver print,Gift of Ida Walls Lee in memory of Vermont Jeffries,"The great organizers deputy came, who put the march in motionBayard Rusten",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJeffries%5C6%2Ejpg,9.25 H x 13.25 W,LeRoy W. Jeffries,Image from the historic March on Washington.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+LeRoy+W%2E+Jeffries&whereclause=where+maker%3D%27LeRoy+W%2E+Jeffries%27+OR+cleanmaker%3D%27LeRoy+W%2E+Jeffries%27+OR+maker1%3D%27LeRoy+W%2E+Jeffries%27+OR+maker2%3D%27LeRoy+W%2E+Jeffries%27+OR+maker3%3D%27LeRoy+W%2E+Jeffries%27+OR+maker4%3D%27LeRoy+W%2E+Jeffries%27+OR+maker5%3D%27LeRoy+W%2E+Jeffries%27&current_record=6,dd893f2fecbd
Gelatin silver print,Gift of Ida Walls Lee in memory of Vermont Jeffries,"And the nations spiritual leader, Dr. Martin Luther King, came and electrified the multitudehe had a dream.",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJeffries%5C7%2Ejpg,9.25 H x 13.5 W,LeRoy W. Jeffries,"Image of Martin Luther King, Jr. at a podium from the historic March on Washington where he delivered his ""I Have A Dream"" speech.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+LeRoy+W%2E+Jeffries&whereclause=where+maker%3D%27LeRoy+W%2E+Jeffries%27+OR+cleanmaker%3D%27LeRoy+W%2E+Jeffries%27+OR+maker1%3D%27LeRoy+W%2E+Jeffries%27+OR+maker2%3D%27LeRoy+W%2E+Jeffries%27+OR+maker3%3D%27LeRoy+W%2E+Jeffries%27+OR+maker4%3D%27LeRoy+W%2E+Jeffries%27+OR+maker5%3D%27LeRoy+W%2E+Jeffries%27&current_record=7,0b8e4fdf9411
Gelatin silver print,Gift of Ida Walls Lee in memory of Vermont Jeffries,"SNCCs John Lewis was there, after he changed his speech",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJeffries%5C8%2Ejpg,9.25 H x 13.25 W,LeRoy W. Jeffries,"Image of John Lewis at a podium from the historic March on Washington , leader of the Student Nonviolent Coordinating Committee (SNCC).",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+LeRoy+W%2E+Jeffries&whereclause=where+maker%3D%27LeRoy+W%2E+Jeffries%27+OR+cleanmaker%3D%27LeRoy+W%2E+Jeffries%27+OR+maker1%3D%27LeRoy+W%2E+Jeffries%27+OR+maker2%3D%27LeRoy+W%2E+Jeffries%27+OR+maker3%3D%27LeRoy+W%2E+Jeffries%27+OR+maker4%3D%27LeRoy+W%2E+Jeffries%27+OR+maker5%3D%27LeRoy+W%2E+Jeffries%27&current_record=8,b63201b62da3
Gelatin silver print,Gift of Ida Walls Lee in memory of Vermont Jeffries,"The great Folk Singer, Josh White, came",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJeffries%5C9%2Ejpg,9.25 H x 13.75 W,LeRoy W. Jeffries,"Image of folk singer, Josh White at a podium from the historic March on Washington.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+LeRoy+W%2E+Jeffries&whereclause=where+maker%3D%27LeRoy+W%2E+Jeffries%27+OR+cleanmaker%3D%27LeRoy+W%2E+Jeffries%27+OR+maker1%3D%27LeRoy+W%2E+Jeffries%27+OR+maker2%3D%27LeRoy+W%2E+Jeffries%27+OR+maker3%3D%27LeRoy+W%2E+Jeffries%27+OR+maker4%3D%27LeRoy+W%2E+Jeffries%27+OR+maker5%3D%27LeRoy+W%2E+Jeffries%27&current_record=9,992a80751a9f
Gelatin silver print,Gift of Ida Walls Lee in memory of Vermont Jeffries,"Father John LeFarge, S.J. (center) who has sinced passed. One of the founders of the Catholic Interracial Council.",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJeffries%5C10%2Ejpg,9.25 H x 13.5 W,LeRoy W. Jeffries,Image from the historic March on Washington.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+LeRoy+W%2E+Jeffries&whereclause=where+maker%3D%27LeRoy+W%2E+Jeffries%27+OR+cleanmaker%3D%27LeRoy+W%2E+Jeffries%27+OR+maker1%3D%27LeRoy+W%2E+Jeffries%27+OR+maker2%3D%27LeRoy+W%2E+Jeffries%27+OR+maker3%3D%27LeRoy+W%2E+Jeffries%27+OR+maker4%3D%27LeRoy+W%2E+Jeffries%27+OR+maker5%3D%27LeRoy+W%2E+Jeffries%27&current_record=10,ebf4488b5487
Gelatin silver print,Gift of Ida Walls Lee in memory of Vermont Jeffries,Congressman Adam Clayton Powell and other Congressmen and dignitaries,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJeffries%5C11%2Ejpg,9.5 H x 13.75 W,LeRoy W. Jeffries,Image from the historic March on Washington.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+LeRoy+W%2E+Jeffries&whereclause=where+maker%3D%27LeRoy+W%2E+Jeffries%27+OR+cleanmaker%3D%27LeRoy+W%2E+Jeffries%27+OR+maker1%3D%27LeRoy+W%2E+Jeffries%27+OR+maker2%3D%27LeRoy+W%2E+Jeffries%27+OR+maker3%3D%27LeRoy+W%2E+Jeffries%27+OR+maker4%3D%27LeRoy+W%2E+Jeffries%27+OR+maker5%3D%27LeRoy+W%2E+Jeffries%27&current_record=11,f21e41d37664
Gelatin silver print,Gift of Ida Walls Lee in memory of Vermont Jeffries,"The articulate Senator from Minnesota, Hubert Humphrey, came",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJeffries%5C12%2Ejpg,9.25 H x 13.5 W,LeRoy W. Jeffries,Image from the historic March on Washington.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+LeRoy+W%2E+Jeffries&whereclause=where+maker%3D%27LeRoy+W%2E+Jeffries%27+OR+cleanmaker%3D%27LeRoy+W%2E+Jeffries%27+OR+maker1%3D%27LeRoy+W%2E+Jeffries%27+OR+maker2%3D%27LeRoy+W%2E+Jeffries%27+OR+maker3%3D%27LeRoy+W%2E+Jeffries%27+OR+maker4%3D%27LeRoy+W%2E+Jeffries%27+OR+maker5%3D%27LeRoy+W%2E+Jeffries%27&current_record=12,8b4f0eefdd05
Gelatin silver print,Gift of Ida Walls Lee in memory of Vermont Jeffries,Walter Reuther came and made a point for labor,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJeffries%5C13%2Ejpg,9.5 H x 13.75 W,LeRoy W. Jeffries,Image from the historic March on Washington.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+LeRoy+W%2E+Jeffries&whereclause=where+maker%3D%27LeRoy+W%2E+Jeffries%27+OR+cleanmaker%3D%27LeRoy+W%2E+Jeffries%27+OR+maker1%3D%27LeRoy+W%2E+Jeffries%27+OR+maker2%3D%27LeRoy+W%2E+Jeffries%27+OR+maker3%3D%27LeRoy+W%2E+Jeffries%27+OR+maker4%3D%27LeRoy+W%2E+Jeffries%27+OR+maker5%3D%27LeRoy+W%2E+Jeffries%27&current_record=13,a88b67ef3021
Gelatin silver print,Gift of Ida Walls Lee in memory of Vermont Jeffries,and the people began to assemble at the base of the Washington Monument,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJeffries%5C14%2Ejpg,9.5 H x 13.5 W,LeRoy W. Jeffries,Image from the historic March on Washington.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+LeRoy+W%2E+Jeffries&whereclause=where+maker%3D%27LeRoy+W%2E+Jeffries%27+OR+cleanmaker%3D%27LeRoy+W%2E+Jeffries%27+OR+maker1%3D%27LeRoy+W%2E+Jeffries%27+OR+maker2%3D%27LeRoy+W%2E+Jeffries%27+OR+maker3%3D%27LeRoy+W%2E+Jeffries%27+OR+maker4%3D%27LeRoy+W%2E+Jeffries%27+OR+maker5%3D%27LeRoy+W%2E+Jeffries%27&current_record=14,6d3c2a9698da
Gelatin silver print,Gift of Ida Walls Lee in memory of Vermont Jeffries,the Africans came,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJeffries%5C15%2Ejpg,9.25 x 13.5 W,LeRoy W. Jeffries,Image from the historic March on Washington.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+LeRoy+W%2E+Jeffries&whereclause=where+maker%3D%27LeRoy+W%2E+Jeffries%27+OR+cleanmaker%3D%27LeRoy+W%2E+Jeffries%27+OR+maker1%3D%27LeRoy+W%2E+Jeffries%27+OR+maker2%3D%27LeRoy+W%2E+Jeffries%27+OR+maker3%3D%27LeRoy+W%2E+Jeffries%27+OR+maker4%3D%27LeRoy+W%2E+Jeffries%27+OR+maker5%3D%27LeRoy+W%2E+Jeffries%27&current_record=15,3edf59d9a8f8
Gelatin silver print,Gift of Ida Walls Lee in memory of Vermont Jeffries,"From Little RockDaisy Bates, came",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJeffries%5C16%2Ejpg,9.5 H x 13.75 W,LeRoy W. Jeffries,Image of the civil rights leader at the podium from the historic March on Washington.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+LeRoy+W%2E+Jeffries&whereclause=where+maker%3D%27LeRoy+W%2E+Jeffries%27+OR+cleanmaker%3D%27LeRoy+W%2E+Jeffries%27+OR+maker1%3D%27LeRoy+W%2E+Jeffries%27+OR+maker2%3D%27LeRoy+W%2E+Jeffries%27+OR+maker3%3D%27LeRoy+W%2E+Jeffries%27+OR+maker4%3D%27LeRoy+W%2E+Jeffries%27+OR+maker5%3D%27LeRoy+W%2E+Jeffries%27&current_record=16,655a8e2d4a76
Gelatin silver print,Gift of Ida Walls Lee in memory of Vermont Jeffries,and the church people came,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJeffries%5C17%2Ejpg,9.5 H x 13.5 W,LeRoy W. Jeffries,Image from the historic March on Washington.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+LeRoy+W%2E+Jeffries&whereclause=where+maker%3D%27LeRoy+W%2E+Jeffries%27+OR+cleanmaker%3D%27LeRoy+W%2E+Jeffries%27+OR+maker1%3D%27LeRoy+W%2E+Jeffries%27+OR+maker2%3D%27LeRoy+W%2E+Jeffries%27+OR+maker3%3D%27LeRoy+W%2E+Jeffries%27+OR+maker4%3D%27LeRoy+W%2E+Jeffries%27+OR+maker5%3D%27LeRoy+W%2E+Jeffries%27&current_record=17,fb3530ca3a46
Gelatin silver print,Gift of Ida Walls Lee in memory of Vermont Jeffries,They walked from New York to Washington,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJeffries%5C18%2Ejpg,9 3/8 H x 13 5/8 W,LeRoy W. Jeffries,Image from the historic March on Washington.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+LeRoy+W%2E+Jeffries&whereclause=where+maker%3D%27LeRoy+W%2E+Jeffries%27+OR+cleanmaker%3D%27LeRoy+W%2E+Jeffries%27+OR+maker1%3D%27LeRoy+W%2E+Jeffries%27+OR+maker2%3D%27LeRoy+W%2E+Jeffries%27+OR+maker3%3D%27LeRoy+W%2E+Jeffries%27+OR+maker4%3D%27LeRoy+W%2E+Jeffries%27+OR+maker5%3D%27LeRoy+W%2E+Jeffries%27&current_record=18,ab5e834abb5f
Gelatin silver print,Gift of Ida Walls Lee in memory of Vermont Jeffries,"And Peter, Paul and Mary came",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJeffries%5C19%2Ejpg,9.5 H x 13.5 W,LeRoy W. Jeffries,Image of the popular folk trio from the historic March on Washington.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+LeRoy+W%2E+Jeffries&whereclause=where+maker%3D%27LeRoy+W%2E+Jeffries%27+OR+cleanmaker%3D%27LeRoy+W%2E+Jeffries%27+OR+maker1%3D%27LeRoy+W%2E+Jeffries%27+OR+maker2%3D%27LeRoy+W%2E+Jeffries%27+OR+maker3%3D%27LeRoy+W%2E+Jeffries%27+OR+maker4%3D%27LeRoy+W%2E+Jeffries%27+OR+maker5%3D%27LeRoy+W%2E+Jeffries%27&current_record=19,23ab0b964ac1
Gelatin silver print,Gift of Ida Walls Lee in memory of Vermont Jeffries,"Gordon Parkswriter, photographer, director",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJeffries%5C20%2Ejpg,9.5 H x 13.75 W,LeRoy W. Jeffries,"Image of the ""Renaissance Man"", Gordon Parks from the historic March on Washington.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+LeRoy+W%2E+Jeffries&whereclause=where+maker%3D%27LeRoy+W%2E+Jeffries%27+OR+cleanmaker%3D%27LeRoy+W%2E+Jeffries%27+OR+maker1%3D%27LeRoy+W%2E+Jeffries%27+OR+maker2%3D%27LeRoy+W%2E+Jeffries%27+OR+maker3%3D%27LeRoy+W%2E+Jeffries%27+OR+maker4%3D%27LeRoy+W%2E+Jeffries%27+OR+maker5%3D%27LeRoy+W%2E+Jeffries%27&current_record=20,56c7bacbadb6
"Mixed media assemblage: paint, books, board, piano keys","Commissioned by Seagram's Gin as part of its national program ""Perspectives in African American Art""",Round Midnight,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSaar%5CMidnight%2Ebmp,"64"" H x 45.5"" W x 2.5"" D",Lezley Saar,Portrait of Thelonious Monk surrounded by books and piano keys,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Lezley+Saar&whereclause=where+maker%3D%27Lezley+Saar%27+OR+cleanmaker%3D%27Lezley+Saar%27+OR+maker1%3D%27Lezley+Saar%27+OR+maker2%3D%27Lezley+Saar%27+OR+maker3%3D%27Lezley+Saar%27+OR+maker4%3D%27Lezley+Saar%27+OR+maker5%3D%27Lezley+Saar%27&current_record=1,a80e78b8bbfb
bound book,Museum purchase,"A History of The Mexican War, or Facts For the People, Showing the Relations of the U.S. Gov't to Slavery",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDocuments%5CLoring%2Ebmp,"6.75"" H x 4.25"" x 0.25"" D",Loring Moody,"Bound paper book, missing cover, compiled from official authentic documents.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Loring+Moody&whereclause=where+maker%3D%27Loring+Moody%27+OR+cleanmaker%3D%27Loring+Moody%27+OR+maker1%3D%27Loring+Moody%27+OR+maker2%3D%27Loring+Moody%27+OR+maker3%3D%27Loring+Moody%27+OR+maker4%3D%27Loring+Moody%27+OR+maker5%3D%27Loring+Moody%27&current_record=1,48432032c800
Cibachrome print,Gift of Margo H. Leavin,Sisterhood,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5CTrioImages%5CHarris%5FSisterhood%2Ejpg,"14"" H x 11"" W",Lyle Ashton Harris,"Self-portrait of the artist with Nigerian conceptual artist Iké Udé. Harris and his collaborator are portrayed as a dandyish couple on the cover of a fake Ebony magazine. The taller Udé, on the left, holds his arm around Harris's shoulder and wears a tie.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Lyle+Ashton+Harris&whereclause=where+maker%3D%27Lyle+Ashton+Harris%27+OR+cleanmaker%3D%27Lyle+Ashton+Harris%27+OR+maker1%3D%27Lyle+Ashton+Harris%27+OR+maker2%3D%27Lyle+Ashton+Harris%27+OR+maker3%3D%27Lyle+Ashton+Harris%27+OR+maker4%3D%27Lyle+Ashton+Harris%27+OR+maker5%3D%27Lyle+Ashton+Harris%27&current_record=1,b286a3fa4343
Comic book staple bound with printed ink on linen supports,Gift of Muriel Carrison,The Strange Tale of Ten Little Nigger Boys,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBlack%5FAmericana%5CDonohue%5FStrangeTale%2Ejpg,8.5 H x 6 W,M.A. Donohue & Co,"Six-page comic book based on the London Stump Book version of this rhyme; concludes with ""Taffy was a Welshman"" rhyme. Title changed to ""Ten Little Indians"" in 1964 when published by Pocket Books.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+M%2EA%2E+Donohue+%26+Co&whereclause=where+maker%3D%27M%2EA%2E+Donohue+%26+Co%27+OR+cleanmaker%3D%27M%2EA%2E+Donohue+%26+Co%27+OR+maker1%3D%27M%2EA%2E+Donohue+%26+Co%27+OR+maker2%3D%27M%2EA%2E+Donohue+%26+Co%27+OR+maker3%3D%27M%2EA%2E+Donohue+%26+Co%27+OR+maker4%3D%27M%2EA%2E+Donohue+%26+Co%27+OR+maker5%3D%27M%2EA%2E+Donohue+%26+Co%27&current_record=1,30a481920992
Braided stainless steel,Gift of Atlantic Richfield Company,Chorus,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMaren%5FHassinger%5CChorus+detail%2Ejpg,"4' x 27' x 18"" (installed)",Maren Hassinger,(9) pieces of braided steel sculptures,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Maren+Hassinger&whereclause=where+maker%3D%27Maren+Hassinger%27+OR+cleanmaker%3D%27Maren+Hassinger%27+OR+maker1%3D%27Maren+Hassinger%27+OR+maker2%3D%27Maren+Hassinger%27+OR+maker3%3D%27Maren+Hassinger%27+OR+maker4%3D%27Maren+Hassinger%27+OR+maker5%3D%27Maren+Hassinger%27&current_record=1,9f3d29eca48d
Braided steel,"Gift of The Links, Inc., Los Angeles Chapter",Interlock,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMaren%5FHassinger%5CInterlock%2Ejpg,"91 x 34""",Maren Hassinger,sculpture of steel cables twisted like a rope,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Maren+Hassinger&whereclause=where+maker%3D%27Maren+Hassinger%27+OR+cleanmaker%3D%27Maren+Hassinger%27+OR+maker1%3D%27Maren+Hassinger%27+OR+maker2%3D%27Maren+Hassinger%27+OR+maker3%3D%27Maren+Hassinger%27+OR+maker4%3D%27Maren+Hassinger%27+OR+maker5%3D%27Maren+Hassinger%27&current_record=2,8230bccb3445
twisted metal wire,Bequest of Alfred C. Darby,Leaning,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMaren%5FHassinger%5CLeaning%2Ebmp,"7.25"" x 9"" x 18""",Maren Hassinger,"Sculpture comprised of five (5) ""bundles"" of twisted wire.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Maren+Hassinger&whereclause=where+maker%3D%27Maren+Hassinger%27+OR+cleanmaker%3D%27Maren+Hassinger%27+OR+maker1%3D%27Maren+Hassinger%27+OR+maker2%3D%27Maren+Hassinger%27+OR+maker3%3D%27Maren+Hassinger%27+OR+maker4%3D%27Maren+Hassinger%27+OR+maker5%3D%27Maren+Hassinger%27&current_record=3,2bf84aabe72b
