dim,made,prov,title,nationality,artist,image_url,birth_date,death_date,production_id
13-1/4 x 12-1/2 in. (33.7 x 31.8 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Virgin of the Annunciation,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.22.P,1310,1370,6b978845970e
17-1/8 x 15-5/8 in.  (43.5 x 39.7 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Washing of the feet,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.09.P,1310,1370,7f57a7602d06
10-3/8 x 5-1/4 in. (26.4 x 13.3 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Saint Prosdochimus,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.23.P,1310,1370,0e07129531da
12-1/8 x 8-3/4 in. (30.8 x 22.2 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece: Birth of the Virgin,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.21.P,1310,1370,271fd11f1c7c
17-1/4 x 7-1/4 in. (43.8 x 18.4 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Saint Nicholas of Bari,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.20.P,1310,1370,2778b21b5841
17-1/4 x 7-1/8 in. (43.8 x 18.1 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Saint Martin and the Beggar,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.18.P,1310,1370,472ee9bb05b7
10-3/8 x 5-3/8 in. (26.4 x 13.7 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Saint Catherine of Alexandria,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.24.P,1310,1370,1f2948dee90a
10-3/8 x 5-3/8 in. (26.4 x 13.7 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Saint Francis,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.15.P,1310,1370,fc9bcf843df5
10-3/8 x 5-1/4 in. (26.4 x 13.3 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Saint Justina,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.14.P,1310,1370,111a12930eba
17-1/8 x 15-5/8 in. (43.5 x 39.7 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Pentecost,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.12.P,1310,1370,1006ae458d01
Paper: 22 x 30 in. (55.88 x 76.2 cm.); Image: 16-1/2 x 27 in. (41.91 x 68.58 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (The Shtetl VI),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.255,1897,1977,cb3adc8a3059
Paper: 22 x 30 in. (55.88 x 76.2 cm.); Image: 19-1/2 x 25-1/2 in. (49.53 x 64.77 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (The Shtetl IV),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.253,1897,1977,5fdf9b87fe9f
12-1/4 x 8-3/4 in. (31.1 x 22.2cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Presentation of the Virgin in the Temple,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.17.P,1310,1370,fc186698601f
Paper: 22 x 30 in. (55.88 x 76.2 cm.); Image: 17 x 20 in. (43.18 x 50.8 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (The Shtetl III),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.252,1897,1977,6422b1b04206
Paper: 22 x 30 in. (55.88 x 76.2 cm.); Image: 15 x 27 in. (38.1 x 68.58 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (The Shtetl V),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.254,1897,1977,6c4fb11d42af
Paper: 22 x 30 in. (55.88 x 76.2 cm.); Image: 19 x 23-1/2 in. (48.26 x 59.69 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (The Shtetl II),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.251,1897,1977,cd80332a87ab
sheet: 10-1/4 x 22-1/2 in. (26 x 57.2 cm),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Sunset Strip V),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.262,1897,1977,1df43a36ad66
Paper: 22 x 30 in. (55.88 x 76.2 cm.); Image: 15-1/2 x 19-1/2 in. (39.37 x 49.53 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (The Shtetl I),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.250,1897,1977,2c6992a5c5e5
14-3/8 x 11 in. (36.5 x 28.0 cm),1928,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","The Hanged,",American,Edward Hagedorn,http://images.nortonsimon.org/viewer/index.php?id=P.1953.267,1902,1982,d8464924b825
sheet: 10-1/4 x 22-3/8 in. (26 x 56.8 cm),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Sunset Strip IV),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.261,1897,1977,835bd0e2bf3d
13-1/4 x 11-1/8 in. (33.7 x 28.3 cm),1926-1928,"Norton Simon Museum, Anonymous Gift, Courtesy of Denenberg Fine Arts","River Styx, Flying Geese,",American,Edward Hagedorn,http://images.nortonsimon.org/viewer/index.php?id=P.2003.04.2,1902,1982,e37bcaa2ac03
19-7/8 x 12-1/2 in. (50.5 x 31.8 cm),1928,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Nude,",American,Edward Hagedorn,http://images.nortonsimon.org/viewer/index.php?id=P.1953.266,1902,1982,6b94c84937d9
24 x 18 in. (61.0 x 45.7 cm),1926-1930,"Norton Simon Museum, Anonymous Gift, Courtesy of Denenberg Fine Arts","Female Study,",American,Edward Hagedorn,http://images.nortonsimon.org/viewer/index.php?id=P.2003.04.3,1902,1982,783335767c48
comp: 10-7/8 x 7-3/4 in. (27.6 x 19.7 cm); sheet: 19-1/8 x 12-1/2 in. (48.6 x 31.8 cm),1926-1927,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Nude,",American,Edward Hagedorn,http://images.nortonsimon.org/viewer/index.php?id=P.1953.268,1902,1982,87451e542b2b
comp: 23-1/8 x 18 in. (58.7 x 45.7 cm); sheet: 25-1/8 x 20-1/8 in. (63.8 x 51.1 cm),1926-1928,"Norton Simon Museum, Anonymous Gift, Courtesy of Denenberg Fine Arts","Galka Scheyer Viewing Modern Portraits of Galka Scheyer,",American,Edward Hagedorn,http://images.nortonsimon.org/viewer/index.php?id=P.2003.04.1,1902,1982,c62cf690d078
plate: 24.5 x 35 cm. (9 5/8 x 13 3/4 in); sheet: 30.2 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: A Spanish Knight Kills the Bull After Having Lost His Horse,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.09.G,1746,1828,5c00307b37c2
plate: 24.5 x 35.5 cm. (9 5/8 x 14 in); sheet: 30.2 cm. (11 7/8 in),1816,Norton Simon Art Foundation,"La Tauromaquia: A Picador Is Unhorsed and Falls Under the Bull,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.26.G,1746,1828,0b296b705219
plate: 24.5 x 35 cm. (9 5/8 x 13 3/4 in); sheet: 30.2 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: A Moor Caught by the Bull in the Ring,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.08.G,1746,1828,0e89bbc83f2e
23 x 31-1/8 in. (58.4 x 79.1 cm),1885,The Norton Simon Foundation,"Winter (The Vicarage Garden under Snow),",Dutch,Vincent van Gogh,http://images.nortonsimon.org/viewer/index.php?id=F.1969.39.2.P,1853,1890,398bcf5418d4
15-3/4 x 22-1/4 in. (40.0 x 56.5 cm),1884,The Norton Simon Foundation,"Still Life,",Dutch,Vincent van Gogh,http://images.nortonsimon.org/viewer/index.php?id=F.1972.44.P,1853,1890,c341c473a74a
72 x 39 in. (182.9 x 99.1 cm),1427,The Norton Simon Foundation,"Branchini Madonna,",Italian,Giovanni di Paolo,http://images.nortonsimon.org/viewer/index.php?id=F.1978.01.P,1403,1482,d1a710a23d68
40 x 102 in. (101.6 x 259.1 cm),1696-1698,The Norton Simon Foundation,"Birth of the Virgin,",Italian,Luca Giordano,http://images.nortonsimon.org/viewer/index.php?id=F.1975.04.P,1632,1705,3bcab05f1993
7-3/16 x 6 in. (18.3 x 15.2 cm),1890,The Norton Simon Foundation,"Portrait of Dr. Gachet,",Dutch,Vincent van Gogh,http://images.nortonsimon.org/viewer/index.php?id=F.1976.11.G,1853,1890,1cc30931c8af
16 x 12-3/4 in. (40.6 x 32.4 cm),1888,Norton Simon Art Foundation,"Portrait of the Artist's Mother,",Dutch,Vincent van Gogh,http://images.nortonsimon.org/viewer/index.php?id=M.1968.32.P,1853,1890,250cd1ceb6ea
79 x 127-3/4 in. (200.7 x 324.5 cm),late 17th century,The Norton Simon Foundation,"A Battle Scene,",Italian,Luca Giordano,http://images.nortonsimon.org/viewer/index.php?id=F.1976.12.P,1632,1705,ad855acaeb4f
30 x 13-3/8 in. (76.2 x 34.0 cm),early 1450s,The Norton Simon Foundation,"Baptism of Christ,",Italian,Giovanni di Paolo,http://images.nortonsimon.org/viewer/index.php?id=F.1973.07.P,1403,1482,785572583edf
25-1/4 x 21-1/2 in. (64.1 x 54.6 cm),1888,Norton Simon Art Foundation,"Portrait of a Peasant (Patience Escalier),",Dutch,Vincent van Gogh,http://images.nortonsimon.org/viewer/index.php?id=M.1975.06.P,1853,1890,f34230b81c4f
18-1/4 x 23-7/8 in. (46.4 x 60.6 cm),1882,Norton Simon Art Foundation,"Back Garden of Sien's Mother's House, the Hague,",Dutch,Vincent van Gogh,http://images.nortonsimon.org/viewer/index.php?id=M.1980.05.D,1853,1890,42e173df3c44
21-1/4 x 25-1/2 in. (54 x 65 cm),1889,"Norton Simon Art Foundation, Gift of Mr. Norton Simon","Mulberry Tree,",Dutch,Vincent van Gogh,http://images.nortonsimon.org/viewer/index.php?id=M.1976.09.P,1853,1890,fe6daed457d0
18-1/2 x 13-3/4 in. (47.0 x 35.0 cm),1885,The Norton Simon Foundation,"Head of a Peasant Woman in a White Bonnet,",Dutch,Vincent van Gogh,http://images.nortonsimon.org/viewer/index.php?id=F.1985.1.P,1853,1890,da2ee14b5bd8
plate: 25 x 35 cm. (9 13/16 x 13 3/4 in); sheet: 30.1 cm. (11 7/8 in),1816,Norton Simon Art Foundation,"La Tauromaquia: A Spanish Mounted Knight in the Ring Breaking Short Spears Without the Help of Assistants,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.13.G,1746,1828,4a9ee9300160
40-1/2 x 31-7/8 in. (102.9 x 80.9 cm),1806,Norton Simon Art Foundation,"Doña Francisca Vicenta Chollet y Caballero,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1981.7.P,1746,1828,52619a5b07ed
plate: 13 x 9.5 cm. (5 1/8 x 3 3/4 in); sheet: 22.4 x 15.4 cm. (8 13/16 x 6 1/16 in),1780,The Norton Simon Foundation,"Cari(tas) [San Francisco de Paula],",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1976.08.1.G,1746,1828,764ae9ee8e26
Norton Simon Art Foundation,1825,M.1969.12.3.G,"Bulls of Bordeaux:  Dibersion de España,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1969.12.3.G,1746,1828,01e7a7e43223
plate: 24.5 x 35 cm. (9 5/8 x 13 3/4 in); sheet: 30.1 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: Another Madness of His in the Same Ring,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.19.G,1746,1828,c5b0414578b4
sheet: 16.7 x 23.6 x 1 cm. (6 9/16 x 9 5/16 in); worked area: 11.5 x 12.5 cm. (4 1/2 x 4 15/16 in),1746-1828,The Norton Simon Foundation,"Woman Reading,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1973.22.G,1746,1828,b61d32ce5be6
plate: 24.5 x 35.5 cm. (9 5/8 x 14 in); sheet: 30.1 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: Pedro Romero Killing the Halted Bull,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.30.G,1746,1828,b2dbfe06284c
plate: 21.5 x 15.5 cm. (8 7/16 x 6 1/8 in); sheet: 32.5 x 23.5 cm. (12 13/16 x 9 1/4 in),1746-1828,The Norton Simon Foundation,"Vel: 9. El Primo, Un Enano (Copies After Velázquez),",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1973.19.7.G,1746,1828,48cf6f676097
plate: 20.5 x 15.5 cm. (8 1/16 x 6 1/8 in); sheet: 36.2 x 28.9 cm. (14 1/4 x 11 3/8 in),1778,Norton Simon Art Foundation,"Vel: 8. Sebastian de Morra, Un Enano [list as: Dwarf]  (Copies After Velázquez),",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1978.28.1.G,1746,1828,0be3e7ad12fb
plate: 24.5 x 35 cm. (9 5/8 x 13 3/4 in); sheet: 30.2 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: Origin of the Harpoons or Banderillas,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.07.G,1746,1828,163cebc73231
plate: 25 x 35 cm. (9 13/16 x 13 3/4 in); sheet: 30.2 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: Mariano Ceballos, Alias the Indian, Kills the Bull from His Horse,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.23.G,1746,1828,40876aaac695
plate: 25 x 35 cm. (9 13/16 x 13 3/4 in); sheet: 30.1 x 43.1 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: Manly Courage of the Celebrated Pajuelera in [the Ring] at Saragosa,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.22.G,1746,1828,a485b97754cf
plate: 24.5 x 35.5 cm. (9 5/8 x 14 in); sheet: 30.2 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: Dreadful Events in the Front Rows of the Ring at Madrid and Death of the Mayor of Torrejon,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.21.G,1746,1828,f25288993ca4
plate: 25 x 35 cm. (9 13/16 x 13 3/4 in); sheet: 30.2 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: Charles V Spearing a Bull in the Ring at Valladolid,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.10.G,1746,1828,1a3b2a96baf9
plate: 24.5 x 35 cm. (9 5/8 x 13 3/4 in); sheet: 30.1 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: Banderillas with Firecrackers,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.31.G,1746,1828,c5d7a70ad9f0
plate: 24.5 x 35 cm. (9 5/8 x 13 3/4 in); sheet: 30.1 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: Pepe Illo Making the Pass of the ""Recorte"",",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.29.G,1746,1828,06e8a7dc16cf
plate: 24.5 x 35 cm. (9 5/8 x 13 3/4 in); sheet: 30.2 x 38 13/16 cm. (11 7/8 x 98.552 in),1816,Norton Simon Art Foundation,"La Tauromaquia: Another Way of Hunting on Foot,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.11.1.02.G,1746,1828,ece6d3068cb4
plate: 24.5 x 35 cm. (9 5/8 x 13 3/4 in); sheet: 30.2 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: Another Way of Hunting on Foot,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.02.G,1746,1828,26ac926ca2bb
plate: 24.5 x 35 cm. (9 5/8 x 13 3/4 in); sheet: 43.3 x 31.7 cm. (17 1/16 x 12 1/2 in),1816,The Norton Simon Foundation,"La Tauromaquia: Another Way of Hunting on Foot,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1976.03.02.G,1746,1828,9f41dacc9d09
plate: 30 x 21.5 cm. (11 13/16 x 8 7/16 in); sheet: 38.3 x 27.6 cm. (15 1/16 x 10 7/8 in),1778-1779,The Norton Simon Foundation,"Vel: 7. Æsopvs Esopo el Fabulador (Copies After Velázquez),",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1973.19.5.G,1746,1828,dc6458cb633e
plate: 20.5 x 15.5 cm. (8 1/16 x 6 1/8 in); sheet: 36.2 x 28.9 cm. (14 1/4 x 11 3/8 in),1815-1820,The Norton Simon Foundation,"Vel: 8. Sebastian de Morra (Copies After Velázquez),",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1973.19.6.G,1746,1828,bb578a48a5b7
plate: 30 x 22 cm. (11 13/16 x 8 11/16 in); sheet: 41 x 30.3 cm. (16 1/8 x 11 15/16 in),1778-1779,The Norton Simon Foundation,"Vel: 6. Moenippvs Menipo Filosofo (Copies After Velázquez),",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1973.32.4.G,1746,1828,3374430a7888
plate: 37 x 31 cm. (14 9/16 x 12 3/16 in); sheet: 60 x 41.9 cm. (23 5/8 x 16 1/2 in),1778-1779,Norton Simon Art Foundation,"Vel: 5. Gaspar de Guzman, Conde Duque de Olivares (Copies After Velázquez),",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1979.66.G,1746,1828,731bbcfc0f10
plate: 37 x 31 cm. (14 9/16 x 12 3/16 in),1778-1779,The Norton Simon Foundation,"Vel: 3. Margarita de Austria (Copies After Velázquez),",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1973.32.3.G,1746,1828,d471b19eb5a9
plate: 37 x 31 cm. (14 9/16 x 12 3/16 in); sheet: 63.5 x 44 cm. (25 x 17 5/16 in),1778-1779,Norton Simon Art Foundation,"Vel: 4. Dona Isabel de Borbon, Reyna de España (Copies After Velázquez),",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1976.15.G,1746,1828,fd44a4275967
plate: 24.5 x 35.5 cm. (9 5/8 x 14 in); sheet: 30.1 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: The Agility and Audacity of Juanito Apiñani in [the Ring] at Madrid,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.20.G,1746,1828,0de385013c5c
plate: 37 x 31 cm. (14 9/16 x 12 3/16 in); sheet: 39 x 33 cm. (15 3/8 x 13 in),1746-1828,The Norton Simon Foundation,"Vel: 2. Felipe IV (Copies After Velázquez),",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1973.19.1.G,1746,1828,19f3701621f2
plate: 25 x 35 cm. (9 13/16 x 13 3/4 in); sheet: 30.2 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: The Rabble Hamstring the Bull with Lances, Sickles, Banderillas and Other Arms,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.12.G,1746,1828,a313c601fb0a
plate: 24.5 x 35.5 cm. (9 5/8 x 14 in); sheet: 30.1 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: The Same Ceballos Mounted on Another Bull Breaks Short Spears in the Ring at Madrid,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.24.G,1746,1828,2ba77e373f00
plate: 24.5 x 35 cm. (9 5/8 x 13 3/4 in); sheet: 30.2 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: The Moors Use Donkeys As a Barrier to Defend Themselves Against the Bull Whose Horns Have Been Tipped with Balls,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.17.G,1746,1828,31856735ce1c
plate: 24.5 x 35 cm. (9 5/8 x 13 3/4 in); sheet: 30.2 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: The Moors Make a Different Play in the Ring Calling the Bull with Their Burnous,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.06.G,1746,1828,2668b8c825ac
plate: 25 x 35 cm. (9 13/16 x 13 3/4 in); sheet: 30.2 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: The Moors Settled in Spain, Giving up the Superstitions of the Koran, Adopted This Art of Hunting, and Spear a Bull in the Open,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.03.G,1746,1828,8c9476ced419
plate: 25 x 35 cm. (9 13/16 x 13 3/4 in); sheet: 30.1 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: The Forceful Rendon Stabs a Bull with the Pique, from Which Pass He Died in the Ring at Madrid,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.28.G,1746,1828,9469f7f0a2e1
plate: 24.5 x 35.5 cm. (9 5/8 x 14 in); sheet: 30.2 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: The Daring of Martincho in the Ring at Saragossa,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.18.G,1746,1828,b8f0e6cf5ee0
plate: 25 x 35 cm. (9 13/16 x 13 3/4 in); sheet: 30.1 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: The Famous Martincho Places the Banderillas Playing the Bull with the Movement of His Body,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.15.G,1746,1828,8463fb470428
Sheet: 25 x 35 in. (63.5 x 88.9 cm.),1969,"Norton Simon Museum, Anonymous Gift","Veiled Sail,",American,Sam Francis,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.011,1923,1994,088a541451de
plate: 25 x 35 cm. (9 13/16 x 13 3/4 in); sheet: 30.2 x 43 cm. (11 7/8 x 16 15/16 in),1816,Norton Simon Art Foundation,"La Tauromaquia: The Cid Campeador Spearing Another Bull,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.11.G,1746,1828,74c7c03a262a
